Date,KLAC,LRCX,SNPS,CDNS,PANW,MRVL,NXPI,IDXX,ALNY,INCY,HOLX,EXAS,BMRN,LULU,ROST,EBAY,ORLY,DLTR,MS,BX,MCO,MSCI,VRSK,EXPD,CSGP,POOL,CCOI,IRDM,SIRI,EVRG,NWE,MSEX,MTDR,RRC,AR
2018-01-03,0.011683774656510382,0.017011448667758833,0.01197255368954786,0.020927493081608572,0.007606873604300457,0.031080885424471294,0.0011022434916967416,0.026867787584812453,0.0212361597523969,0.000892099988399675,0.014462392396303647,0.07800735362250388,0.01153469258308526,-0.013803564685851644,-0.0006212368814998426,0.030478484648890136,0.01837443476256695,-0.006164373753704155,0.0026823552268890882,0.01475992518307323,0.018681715807900456,0.015194046583702159,-0.0029217113147792517,0.001385142029383557,0.0360860916699528,-0.0010675964751646339,0.001119821261728049,0.01293099789552965,0.0,-0.01543098261370024,-0.00840489250251164,-0.015861134508467933,0.010446398969184312,-0.0061382852887675865,0.0
2018-01-04,0.0017693967513499054,0.00457154278258165,0.009533676250060408,0.015140962526397628,-0.0028059738648382737,0.022717248314241045,-0.0017782381826202398,0.011786508029248965,-0.0199776257300478,-0.02515350397196181,0.006438233352276779,0.005552526391308765,-0.019113836894352643,0.016032602047889144,0.0057178825343369155,-0.01657331702538234,0.015127670219539313,0.007776374684224541,0.015287844259226357,0.007878930161309805,0.018406819199614954,0.015738323794604936,0.0050236596950477,-0.0010758353270724497,0.0052357495315675795,0.007708099063681972,0.0022372017112670672,0.017021344237655445,0.019193696896443013,-0.0042048330306849735,-0.006227043863716641,-0.007018447622969215,0.01033833565776665,-0.023020379258257173,0.0010110490253187887
2018-01-05,0.021383557664623964,0.015617029290934559,0.011832983533389685,0.009407981417750788,0.024855975117726414,-0.017513847223467383,0.0015271285699778314,0.016101483785955217,-0.032055192040916114,0.014323405096968722,0.004797785749975025,0.0247595191442902,-0.0005536210355044924,-0.005259839411035583,0.013100906260951062,0.02903815623362993,0.01008996877723356,0.02094432083881559,-0.0003764663653956779,-0.007516412007560591,0.016622492698220137,0.010405667598865742,0.008851298010089215,0.0013845866317903077,0.007376035911048184,0.0012119896988824763,0.0,0.008368148590552238,0.003766658225040631,-0.008445276147282743,-0.000696407407578592,-0.013874156667140869,-0.021705430202388576,-0.03678166914636671,-0.018181753377500387
2018-01-08,0.0027307525205191308,0.007535308137555319,0.009333203960490533,0.02114108786073876,0.0044452929861718005,0.007391478361970627,0.001948217476044345,-0.009123674770554868,0.011351986853047835,0.009614412610346346,0.01000451640037947,-0.13253954739773055,-0.01805691053543612,-0.00490997593037934,-0.009149320436178776,0.0027715526741289853,-0.0010757965560660443,-0.01835523597921984,-0.004142506025684445,0.008179261398339355,0.006164079855680127,0.0013531325390723214,0.001238673305305804,0.005991859001486244,0.008285411242227259,-0.005446366933226865,0.014508740517420682,0.0,-0.003752523750590764,0.0011613505352401354,0.006793146434797004,0.040085211640164875,0.020285196433705188,0.005369678387921795,0.005144052403421195
2018-01-09,-0.008714610620743413,-0.0015664057071886894,-0.0007798539790360159,0.003339303917928582,-0.008851314100506325,-0.0008633479525188559,0.0014370536431198566,0.003937447839076125,0.012076272687970846,-0.04483678953011827,-0.004502407845257572,0.05139770572382707,0.0056407942626677254,0.0059463716505447906,-0.008742014804622333,-0.006783952178113228,0.004846243113462156,0.005407919115829385,0.00775216733849593,0.01382209116124522,0.006771108623876865,0.006681194263474577,-0.002783257618440671,0.008705044009862828,0.0021976700178056863,0.0,-0.007700963935951655,0.020746885869551424,0.0,0.010247531884802985,-0.006574403970184606,-0.01046470299105895,-0.019571242875941808,0.012462790690839665,-0.006141291382337655
2018-01-10,-0.026739784428939206,-0.02991335239580628,-0.0039023981936480157,-0.00510316272007294,0.005056171036309953,-0.0004318736443279514,0.005909941315871636,0.002473925497370022,-0.016368359337114557,0.003427166143078475,-0.014925369271656774,0.0283971379665533,-0.008638059774945694,-0.008175091289335024,0.0021115936527156265,-0.046293887685429636,-0.010755610757647638,-0.0005470433645066164,0.011819815067129369,0.013040830352460286,-0.00839079485642169,-0.002609845243609965,-0.00403195048148608,-0.009235643449583608,-0.0006991469970200059,-0.008442460446085431,-0.017738052598830545,-0.024390175465005326,0.04708116280733221,-0.023923220374424403,-0.021072946834414075,-0.022181999348329873,0.008555248920235403,-0.016412587580777127,-0.015447952414107236
2018-01-11,-0.00037658166126985915,-0.01325243819764077,0.0041415128917472455,0.0006690182692861146,0.0071866892039358365,0.0004320602397582807,0.0008390893826837331,0.03232210868493657,-0.004276850899331164,-0.0368454262760225,-0.00022961744525107353,0.020385513481872675,0.018218858892293355,0.0016484561553617993,0.023302228261917968,0.0029177350883169417,0.005030064818859481,0.015689147713168428,0.005006498341924015,0.01023994027689823,0.005877873166796332,0.007551056403904077,0.003425340291172585,0.014517255301070842,0.009127358284555687,0.008821269469495574,0.01580149048700097,0.01250004863963805,-0.01079162863276073,-0.006470697625614585,-0.002312627515108967,-0.0034295510323874012,0.02827514057564473,0.02920129711269448,0.02405852846662837
2018-01-12,0.009883380807383935,-0.0032257593671088935,0.007357080245736114,0.00445733825942507,-0.004151527024641499,0.029805694994590626,0.002767505711119611,0.010086939780405535,0.007965671598216595,0.01085323622101475,0.003673934562918424,-0.04431533564381396,0.0026672355502979084,-0.0018989939224660635,0.012354265163928124,0.005554037064601225,-0.004427398365951185,0.03134259462590516,0.016974048335846925,0.024906081927468238,0.00982547643097953,0.008385076050114959,0.008585569464847564,0.005121237458193928,0.01484348903832089,-0.0023572623652997615,0.00666641256191558,0.04526741304183468,-0.0036366224663114677,-0.007499575300717765,-0.012125440995193415,-0.010852141889608813,0.0006108525695698308,0.01795008969192957,0.014811078480967188
2018-01-16,0.0034486563190332387,0.009972972083260867,-0.012172248202761415,-0.017528309759852645,-0.012506502155607113,-0.010905909931982816,-0.001505362732951765,0.016508892401671194,-0.03432252020752047,-0.025725504164942237,0.0009151433622782701,0.006271414628530536,0.00022164312564676436,-0.027143575457270197,-0.03242387582974271,-0.008942755415673354,-0.002745519971013577,-0.017067216535829544,-0.009433949748866355,-0.010455006021763968,-0.010937902399340116,-0.011479459431702033,-0.0030769511105653846,-0.01888204499732371,-0.009191961060282527,-0.018748672390908494,-0.018763552329749245,-0.019685036537977152,-0.018247690716760134,0.010936307946403545,-0.026895277174849297,-0.005886781038118127,-0.017404401090458044,-0.04550602768551437,-0.004529448856901097
2018-01-17,0.054151773474955256,0.07715752232202577,0.019155447274232795,0.013098506030805757,0.017348292180650482,0.0004239129084457893,-0.0005027609207030048,0.018512177137118613,0.0048940999144631014,-0.014620883196677092,0.005714285714285783,-0.09952786367950783,-0.006648919418491994,0.01590614431870696,0.005317005778779915,0.008227229593829488,0.02772493043805957,-0.0007086658717803118,0.013736109697453536,-0.0017135187882412195,0.01208752098531618,0.010943090042730308,0.008333829394606918,0.009164546297670606,0.009089168398749514,0.01669918373706869,0.021372010274590236,0.008032078415353583,0.011152426996524634,0.013768918672339092,-0.0007419360449119061,0.027994100965351043,0.0009322261694786338,0.0,0.0
