Date,AAPL,MSFT,GOOGL,META,NVDA,ADBE,CRM,INTC,AMD,CSCO,AVGO,TXN,QCOM,AMAT,MU,AMGN,GILD,REGN,VRTX,BIIB,ILMN,DXCM,AMZN,TSLA,COST,PEP,SBUX,MDLZ,KHC,MNST,PYPL,ISRG,MELI,FTNT,NFLX,HON,CSX,ODFL,FAST,PAYX,CMCSA,TMUS,CHTR,XEL,AEP,EXC,FANG,MTDR,RRC,IDXX
2018-11-27,165549600,29124500,33048000,20750300,738060000,2882400,10558800,27621000,119230100,21472700,30406000,5044700,9719000,11117800,21397300,2329200,8001500,558600,2327600,964400,768430,12163600,115664000,95374500,2369800,2884700,13169100,6531400,5269200,6655800,5335200,1743000,391100,9286500,111495000,3882305,12150600,2539800,13851200,1590600,14637640,2393800,690600,2920600,1789800,5647536,7557100,1653900,7413100,406500
2018-11-28,184250000,46788500,46042000,29847500,804524000,6447100,25705400,28003200,134425300,24293800,31080000,5659300,17483500,12038400,42293700,2617800,6463100,651100,1445100,1067700,1116408,15587200,169174000,61914000,2765600,3989400,12867600,8109400,6212700,6278000,9342000,2871000,658500,8112500,148013000,4557313,15327000,1295700,18870000,2343400,19009672,3272000,1239500,4555000,2142200,7196186,3818000,1846800,8150400,487300
2018-11-29,167080000,28123200,31004000,24238700,549172000,3723500,7763000,23592500,79853700,22650800,17920000,5938000,26949000,7934200,23631300,1937800,6468000,555700,976400,821300,897136,7720400,132264000,46210500,1478700,2878700,9605500,5649300,4840300,5355200,6516600,1615800,616400,7416500,154315000,2808361,11766000,1353900,9842800,2250500,17458467,2814600,1084700,3162800,2298800,5860220,4893000,1959500,8000400,408200
2018-11-30,158126000,33665600,59668000,25732600,729564000,5156700,9401400,43313700,82370700,41619100,40083000,8685900,18197800,13387000,28176000,4537200,8673300,696800,1096000,1666900,1246553,24222800,115236000,84436500,2764000,8051100,27308900,12994500,6402800,5711800,11273300,2964300,915400,15608000,118601000,5723034,20461800,2456700,12331200,3417500,40626238,3470700,1784500,4589000,2814600,9631179,33049700,2318500,6894300,516100
2018-12-03,163210000,34732800,57532000,24819200,890804000,4286200,7358900,30870400,139607400,24690100,35241000,7828500,17114500,14371100,35830000,4035300,11239300,1100700,1692900,1131500,1555981,9017200,137246000,124597500,2481500,6112600,13834300,6953700,5849600,6945800,10822500,3264000,788900,11311500,141174000,4582777,25546800,1272900,12602800,2103600,24949341,3641200,1159400,4301300,2504200,7957472,6422700,2709400,7271600,519900
2018-12-04,165377200,45197000,45630000,30307400,812112000,4041700,6978400,35397700,127392900,30802700,36455000,7487100,15836500,21733000,36616300,3881100,9935000,1012900,1316200,1345500,1706686,10332800,173890000,126928500,3418600,7018200,13555100,8628200,6460000,11044600,8249900,2932800,718800,11437000,128006000,4364530,20458800,3018900,15373600,2588000,32221479,5329700,1391800,4034700,3457900,12366481,3880300,2100600,6106100,822300
2018-12-06,172393600,49107400,47436000,28218100,692308000,3950600,9186600,31661700,103434700,40133000,57859000,7329300,18203300,17391700,37494400,3437300,8099400,896700,1906300,1575600,1531412,6182800,175788000,117637500,4029800,5191700,17222200,10941800,8413300,9234400,10197700,3022200,600800,11368500,130743000,6308812,27345300,3108900,11214400,2514900,29294592,4899100,1311900,5951900,3118900,10213430,5247300,2257900,8845000,860300
2018-12-07,169126400,45044900,42682000,21195500,681676000,3971100,6225300,34016400,105764500,38298000,78396000,8837800,17054700,15636700,30619800,3152400,5657500,835800,1627300,1172100,1116922,4496000,151522000,172668000,2881900,4615500,11057500,6915900,5152600,7376200,8419500,2771700,390000,9216000,124667000,3866815,24646800,2372400,13023200,2168700,21985748,3340800,1164400,4082900,2495200,6467286,3588900,2365500,6985800,621700
2018-12-10,248104000,40801500,33652000,26422200,629472000,3194300,5897000,23289000,77984500,28682000,43344000,7549500,20484900,10337700,33979700,2718300,8927200,876100,907100,968100,868557,6588400,149896000,99202500,2650000,4150600,12148300,7251700,7708700,7608600,9348200,2217600,446900,7206000,96056000,3312230,15785700,2499900,13876000,2114600,17323172,3012500,1002000,3523000,2020800,7104775,2668400,2600900,9618300,591800
2018-12-11,189126800,42381900,33852000,20300300,671912000,3179400,4548700,23851000,88027400,26048500,57730000,9942500,13116300,13436900,26238800,3047500,5867000,814700,1023600,1050100,699040,7810400,124894000,94632000,2466800,5545100,10903100,10176200,6550200,7694600,8159100,2060100,591700,17497000,98432000,4376413,11161500,1817100,7357600,1852200,25922765,2475300,947400,5644100,2037900,7281427,2166300,3237900,6574300,500300
2018-12-12,142510800,36183000,28960000,23696900,654136000,4067900,6794300,31305000,100340700,23157200,68703000,4945000,13246500,11895500,26642500,2665600,6447900,601200,905000,1401500,892407,6648800,131960000,75405000,2891400,4889700,11115800,7562700,7351700,6113400,10306800,2429100,487800,7198500,114567000,4457367,16614300,1719900,8680400,1619500,25169570,3279600,958500,4603100,3317700,9518879,2795000,3078400,6430000,430400
2018-12-13,127594400,31333400,24986000,18148600,471384000,5395200,5122800,19526000,88108300,20051700,54355000,3647500,8949900,9675800,23825400,2129800,6198200,478900,971200,1220700,587708,4198800,105426000,110488500,2170200,6181200,10016200,6102000,4683500,8497800,8877300,1857900,721500,5705000,83793000,2505552,13566000,1212000,8272400,2225800,19640589,3209600,1063100,3315400,1832400,6210720,4373200,2852600,6370600,444700
2018-12-14,162814800,47043100,36358000,21785800,471820000,12189400,5354400,26372100,84713600,27364500,42727000,6318300,13551000,10822900,28922100,2981300,8253600,758400,916900,1233800,902173,3923600,127344000,95064000,8822300,7404200,16834000,6502000,5653400,7229200,6869100,2265000,497400,11192000,99153000,2756266,17166600,1669500,8126000,1981600,19362742,2872700,959300,6684500,2828100,7477427,4368300,3092700,11884200,545500
2018-12-17,177151600,56957300,49932000,24334000,662868000,7059500,8392400,26598700,115437900,36610300,56238000,8260200,16648200,12262100,30891000,2919400,11671600,833100,1765100,1397600,1255188,5395200,176596000,115110000,4739400,6015300,15143100,7848900,7994300,6471400,8368100,2946000,535100,14733000,96347000,3324325,26527200,1654200,12660800,3204900,22113895,3999300,1829100,4883600,3581300,10030609,3815000,2342600,11607000,800500
2018-12-18,135366000,49319200,43640000,24709100,564372000,5265000,6668400,29014300,101512900,30513800,51849000,7675500,12384200,13636700,46135400,3164300,9325600,804800,1593200,2990800,1045065,4804000,130460000,106500000,3308500,5846200,10523500,10439500,7852600,6459400,9573000,2135400,454800,15791500,103501000,2798706,19406400,1275000,12474400,3114000,25277550,4068400,1911800,5344400,2818800,9871622,3899500,2793400,13966100,617600
2018-12-19,196189200,68198200,58264000,57404900,745364000,6110800,7350700,39717600,120644500,34820100,59728000,9854500,17376400,14660000,106669600,3995400,9488300,827100,1877600,2036600,1285000,3140400,175844000,124113000,3369600,6915400,14390100,11258800,11399300,6320800,11258400,2248500,747800,12113000,137884000,4104691,21965700,1415100,13918800,3787700,34505500,4204100,1937200,7468600,2473100,10494250,4552800,2146800,11198300,621800
2018-12-20,259092000,70334200,53674000,40297900,749588000,6099400,12265100,37750900,119394500,38810900,75365000,9235000,21742300,16178300,60427600,3806200,10462600,852400,2213300,1648100,1726732,5502400,199836000,136078500,4250900,8468300,20264600,11418300,11469400,6608400,12532900,3519900,489500,17435000,167929000,4794553,25472700,1451400,13391600,4426500,29054837,5126900,2488200,7293800,3489900,11574632,3320800,2391400,10313400,1102900
2018-12-21,382978400,111242100,104656000,56901500,863740000,8828100,12568600,52768300,132246000,77915100,102138000,14349200,38202300,24879500,54630500,7829800,17586200,1514200,2677600,3070800,2393081,5106400,272806000,120252000,5080200,13263600,23524900,17481400,13230600,11739800,17704900,5487900,1423600,20716000,213976000,7324826,30012900,3051600,18491600,4957800,42979187,7669100,3593100,9386100,6388600,16933636,5570500,5661400,10586800,1351100
2018-12-24,148676800,43935200,36360000,22066000,463840000,2940500,4721500,19241600,62933100,24069400,28494000,5621600,8275000,10464900,23771800,2205100,6162600,463800,1158200,997500,820138,1154800,144400000,83398500,2031700,3354000,6323300,6641300,5241100,3997800,6800500,2041800,1005400,5471500,95476000,3011967,9111900,780600,5639600,1626100,14288624,2581800,1009000,2810600,1762300,5799373,1673500,1167100,4939800,445900
2018-12-26,234330000,51634800,46318000,39723400,695100000,5897900,8110900,28677600,108811800,33335900,36741000,8075200,18451600,13325600,45711000,2868200,8824400,832700,1638400,1513000,1303915,2962000,208236000,122446500,3268800,4537000,16646200,8640100,9547100,7477000,10994700,2652600,1031400,13964000,144027000,3650052,15203400,1452000,11218400,2474300,24452652,5088100,1359800,5029800,2461200,7592110,3065300,3433800,10251100,455100
2018-12-27,212468400,49498500,45996000,31202500,637044000,3931100,7967700,29970700,111373000,28404100,37507000,5882300,15804800,10920200,39858300,3137900,9548200,690200,1485000,1477600,1402295,3225200,194440000,128626500,2705900,5175900,11308100,11149900,9022000,4936600,7849100,2253600,579300,8030000,122352000,3447826,12511500,1419900,7384800,1743600,18626192,4353500,1242500,4759500,2161200,8850265,1932400,2380700,6908900,647800
2018-12-28,169165600,38196300,34398000,22627600,628728000,3160200,7276200,24758700,109214400,22447300,28702000,5022200,12749600,13042900,29873400,2477500,6785400,522200,966700,1053300,758767,6150800,176580000,149085000,2037800,5410300,7711900,7463500,8321800,5606000,6850400,2120700,736200,5408000,109928000,2927511,10248300,942000,7080000,1731300,17318797,4098300,1035400,5728300,2027000,6978455,1803100,1809500,10353600,542800
2018-12-31,140014000,33173800,33110000,24625300,465140000,2866400,5467700,20490400,84732200,20581200,26590000,4113200,8877000,9697100,21392100,2764800,7584000,680200,1375400,1064300,665322,2628800,139090000,94534500,1729400,5019100,7689800,9114100,9206000,4523000,7247700,1870200,390300,5545500,135089000,2334094,10335000,1583700,7752400,1599800,23061284,3112500,1075300,4485400,2203300,6006028,1508700,1730900,7861900,680500
2019-01-02,148158800,35329300,31868000,28146200,508752000,2784100,4783900,18774600,87148700,23833500,30346000,6478800,9896600,11106300,26004300,3009100,7839400,599600,1465400,1336500,829493,4609600,159662000,174879000,2143100,4835400,10094000,7300800,6417800,7501600,10146200,2396100,349000,7750000,116795000,2924116,15038700,1368000,11765600,2589400,18107417,4418600,1296300,4476100,2679600,7574585,2385200,2266300,8919600,550200
2019-01-03,365248800,42579100,41960000,22717900,705552000,3663500,6365700,32267300,117277600,29606700,68580000,11667500,14422200,21580700,29145500,3973900,14631300,750200,1690900,2148600,1259608,3062800,139512000,104478000,2877700,5975900,14390100,7454600,7613500,11526600,9650700,2799300,564400,10292500,149696000,3378224,23527200,1034100,13855600,2231000,30676677,3390700,1176300,5287600,3063500,6607906,2275500,2089900,5857200,560300
2019-01-04,234428400,44060600,46022000,29002100,585620000,4043400,6650600,35447300,111878600,27515000,54248000,7707600,14177300,15631800,28557300,4193400,9639500,1207600,1874500,1532600,1417818,8609600,183652000,110911500,2761600,6293900,12694400,7770200,6452600,8070600,9234800,2759700,606600,21059500,193301000,3802200,18543600,1251900,8993200,2137200,24374335,5490200,2336600,5535600,2857500,7767921,2600800,3369500,9966600,892200
2019-01-07,219111200,35656100,47446000,20089300,709160000,3638500,9064800,22736800,107157000,19488100,53433000,5023900,12352000,13868800,44841500,3032500,10504100,959400,1294600,1316500,1076213,8133200,159864000,113268000,2226600,5220300,10337600,6095300,6711400,6652200,11094100,2177400,467700,21051500,186201000,3124221,18786900,1003200,14390400,1708100,27934914,4786900,1308400,4208100,3218400,10576968,2267000,3888100,9200800,648700
2019-01-08,164101200,31514400,35414000,26263800,786016000,3685900,9057300,22749200,121271000,22071400,36795000,5863500,12110000,12485300,33434100,3290300,7527400,963500,1653200,1008100,2636512,6603200,177628000,105127500,2366500,6407700,10809700,11029300,8308100,12059400,8307600,2241600,500900,12045500,153592000,2796902,15237900,1530000,10424800,1746800,21810227,6052700,1051100,3128300,3605700,6458593,3275400,3145300,7219400,544400
2019-01-09,180396400,32280800,26998000,22205900,617260000,3594200,5445900,22554500,163944100,22640000,52971000,6909400,10971000,11757100,54147900,2869700,5770000,615600,2298500,1223600,1260534,4766400,126976000,81493500,1862900,8521300,13080300,8532700,6628800,12476800,9578300,4309200,590200,8688500,133432000,2114467,13292100,1471800,11273600,1665000,17120122,4498600,1241400,3625600,3100400,8783530,2257300,2722500,11722100,575000
2019-01-10,143122800,30067600,26598000,16125000,523156000,2704600,5116900,27202600,115629400,23277600,29594000,6748500,10958200,7573600,24437400,3131300,5715900,949300,1988200,845800,912967,10434800,130154000,90846000,2340700,7905000,10397600,7680200,6153000,12827800,7478100,2943000,620200,7581500,134725000,2280832,16212300,1479000,7866800,1567700,17786463,3230800,1701100,3903700,2285100,6189129,1835500,2355100,6105800,303300
2019-01-11,108092800,28314200,30864000,12908000,874764000,3179500,5185200,21751300,85110800,17378400,20158000,4738800,12024300,6449600,30469800,3379700,5663100,758000,2222600,1317800,698115,3522400,93724000,75586500,1861100,5939000,13805700,4755400,4879400,7941000,7398200,2971200,431900,6497500,195004000,2005714,11508600,1148700,6565200,1606900,20445427,4177300,906800,3491900,2244000,6705345,1531200,2266100,5347900,355600
2019-01-14,129756800,28437100,28490000,20520300,730168000,2606800,5815500,19193900,71350200,16243600,25498000,5060100,9449400,9552400,34612000,3378600,9172500,693300,1962000,952500,732347,4968800,120118000,78709500,1523100,5804600,9929600,10366400,7977200,6155200,6084700,1919700,400700,5812000,104996000,3289737,13431600,1539000,9992000,1245900,17722230,2691000,1219500,4068400,2764600,9554490,1833700,1899000,9408600,509700
2019-01-15,114843600,31587600,37518000,24069000,617012000,3656500,5350400,22480800,62785800,17744100,39247000,4690800,17423400,6593600,30633600,2859800,7199500,475100,1330500,982200,843166,5554800,119970000,90849000,1681900,4508000,7930400,7624500,6086900,4538400,10377900,2603700,513200,9792500,211812000,1954256,12534300,1017900,8985200,1759400,14351150,5366700,1152400,3072400,2279500,7082483,1245300,1913900,7172800,586600
2019-01-16,122278800,29853900,38280000,18025700,470104000,2885200,3936800,19057700,70849300,17262500,24484000,4559500,13856000,6778900,24890900,3302400,6142300,468800,2251200,1232100,790018,3956800,127338000,70375500,1455000,4953500,8091300,6464600,8449400,6751000,8475000,1886100,643600,7138500,153855000,2384385,17377500,1124400,15178800,2000900,22234680,3261000,1005300,3397100,2727800,7811383,1610100,1581100,6014800,995200
2019-01-17,119284800,28393000,24896000,15787900,493436000,2836200,3743200,17448700,85018400,18826200,35154000,6872300,18365000,10260700,29398500,2440200,5224500,860200,1605900,1004700,518523,3473600,84178000,55150500,1517100,4612200,6767100,5860400,7363900,5129600,10254500,2963100,388100,5422500,188712000,2734621,33753300,1719300,25445600,1614200,27162832,3357400,841400,3164500,1779100,5801476,1259700,1785900,6660100,472100
2019-01-18,135004000,37427600,44892000,31029600,651336000,3711300,6151200,29874600,88131000,24416500,34634000,6677500,28020000,11332700,44872400,3095000,8358800,710400,2150100,1270800,1044962,5361600,120410000,362262000,2115400,5142700,9835200,7616800,6141000,7967600,11958400,3112800,475900,18154500,266210000,5752318,23062800,1855800,20334400,2190100,24188890,4766500,1617600,3451000,2437900,6759603,1645700,1552000,9087900,796300
2019-01-22,121576000,32371300,39632000,22378700,661552000,4155500,5203300,25940700,78513700,21338400,37156000,11068600,17867500,10047400,37021900,3173100,9827000,899500,2003900,1448400,827643,6538800,128336000,181000500,3310800,5298200,16414300,10983700,6959800,5652000,7890300,2185500,622200,17794500,179414000,3391487,18840900,2760600,18921200,1539100,35051910,2971200,2404100,6609100,2275300,7380969,2429700,2052300,10339300,473100
2019-01-23,92522400,25874300,25194000,20098400,591020000,2031400,3335400,18960700,77811300,24770400,31771000,10298700,33788600,9560200,31011600,1917500,6952600,914000,2043000,1046800,798962,5393600,104504000,187950000,2220200,5197400,12372400,8414000,5213900,5941000,5595700,2279700,420500,14973000,134801000,3147244,15826500,1070700,11856000,1756800,39103736,1979500,1593500,2956100,2337800,6477240,1464900,1795000,7918400,369700
2019-01-24,101766000,23164800,29114000,20955500,708972000,3643000,6734700,50578300,97433400,17360600,35999000,14260300,32782700,21529900,65094800,2390800,7750900,655100,1825300,1090900,634482,6266800,81798000,120183000,1994400,4478000,29719800,9214700,6063000,6017200,9749100,1964400,456300,7827500,111316000,2872339,21290100,1137900,12969200,1939200,43146172,2849800,1439400,2887300,2047300,6222497,2267500,1353000,9121000,617900
2019-01-25,134142000,31225600,23260000,22237200,1154572000,3822300,4600800,86455700,110239500,24196600,30333000,11041700,19516200,17553400,61032300,4383600,8809600,668000,1404800,971500,1428406,4912800,98918000,108744000,2252300,5074800,21885800,5888400,5422000,3696400,11664300,6068400,469700,7284500,111529000,3401884,24129000,833400,10258400,1884000,26887867,4940400,1323200,3463100,2682000,9430413,2364300,1976600,6255700,483800
2019-01-28,104768400,29476700,29334000,15508500,2511528000,2110400,4054700,35928700,135164100,18296700,31320000,7292700,24457600,12459600,44213000,4186200,7120000,761000,1513500,1230500,1297336,3202800,96754000,96349500,1999400,4055900,11537700,6437700,6545800,3731800,7361100,2828700,468600,6214000,86521000,3690476,12826800,1105800,15219200,1734500,28229619,2958100,1136600,2412000,2159200,4984951,1631900,1834900,5992500,424100
2019-01-29,166348800,31490500,19704000,17632100,1153932000,1937100,3915100,20988300,131202500,14470100,27870000,6153100,26266600,8754600,30331000,3182100,6989300,724700,1024500,1645700,1354493,2878800,92656000,69325500,1636500,4301500,10703400,7462500,4440500,3016600,6399900,2528100,453100,7452000,76552000,2572395,13224900,969900,9523200,1362500,20606224,2340100,782200,3156000,2439300,7206420,1505100,2004100,4756800,475100
2019-01-30,244439200,49471900,29452000,44613200,974228000,2482900,4653400,26931700,211421200,18329300,28727000,6430200,18124100,12546200,32848100,8089100,5113400,867800,1385900,2387900,2797291,2724400,115676000,168754500,1589800,5023800,11702500,7714100,5414300,4000600,11622800,2197500,575400,8802000,92345000,3302681,18750900,1502700,9059200,2508800,24193158,2318300,1725800,3221500,2449200,5308673,1287600,1984900,7099900,515600
2019-01-31,162958400,55636400,40232000,77233600,842852000,5007200,8615900,43051300,182575600,23693600,21063000,8272300,24736300,11588900,34130500,4397900,8343700,1441800,900800,1419200,1692294,5846400,218206000,188538000,4341100,6183400,24233300,15658000,8319600,5461600,23729900,3026700,733800,11350500,85355000,3685490,17815200,1558500,35108800,2959500,33369892,5816100,5176000,6841500,5718900,11248667,2240300,2414600,7346400,674800
2019-02-01,130672400,35535700,33116000,30806500,625048000,3033300,5959200,37442900,105356200,16266500,22878000,5615000,15533200,11091000,36839900,2488900,6502100,702300,892800,1180900,1080428,3065600,230124000,109251000,3453700,5010500,10309200,13278200,4740200,6026600,10514600,2147700,495400,12447500,98278000,5874227,13041900,1049100,11459600,1960700,19966024,3117900,1998500,3570900,2630700,6813440,1274800,1611400,5327800,1292700
2019-02-04,125982000,31315100,78408000,20036000,528592000,3705100,5264700,20905000,70843800,15743100,20761000,5761200,10880000,12458400,30851500,2930900,6913800,474600,1482300,990700,861361,2296000,98582000,110281500,1630300,3665000,13562400,8774900,6251500,8924000,7084500,1296900,358400,13822000,90514000,4979061,15569100,1258500,7539200,3455900,24423950,1926200,1224800,2968900,2757600,8991867,2025300,927100,4617000,533900
2019-02-05,144406400,27325400,82296000,22557000,542424000,3042000,4575600,31641600,122226000,16946300,22619000,6372200,15454200,13240200,25094000,4933300,14500600,629600,1643500,1281400,999936,4431600,89062000,101142000,2074500,4593400,12781600,5776800,6145700,10100600,5591300,1730100,451100,13872500,90466000,3143425,18077700,1506300,7495200,2909400,26011860,5001100,1498500,2775700,2658000,7111365,2340800,1731900,4979800,673500
2019-02-06,112958400,20609800,48256000,13281200,702464000,2539100,4205100,21647800,78684300,18160500,27064000,9907800,11052900,21058100,47472600,3322400,7580200,1330800,1915700,934500,778607,3194800,78798000,75577500,1618800,4209400,10283400,6653500,5012400,5392600,5939400,1517100,501500,13943500,67177000,3339179,16152900,1685400,8504000,2249900,21721239,4334500,1217000,1904700,1587700,7175716,1347000,1553500,10640700,504400
2019-02-07,126966800,29760700,38298000,17517600,637120000,2099300,4545500,27825900,86723900,20331200,28646000,7045700,10623300,13395500,40396400,4188100,6643400,738400,1462500,2786600,951003,2928800,92532000,97809000,2526600,4227700,10109200,9393900,9556900,3255400,7283800,2123700,332200,24798500,78645000,3142364,14533200,2864700,12003600,2392700,24436754,7554600,1190900,2313800,1871900,9999905,1892700,2794500,10331900,435300
2019-02-08,95280000,21461100,21766000,12561400,461604000,2756800,3018700,18851200,78129300,18407100,23903000,5392400,12461200,9891300,35573200,2601000,5522200,692100,980600,1633700,1229899,2861600,113150000,87663000,2013700,3868300,8862000,8905300,5278600,3071400,7642100,1758000,908100,11679000,75614000,4193178,13010100,1882200,10681200,1490700,19281757,4129500,809300,2075200,1970300,12337039,1908900,2808200,14926000,374700
2019-02-11,83973600,18914100,18498000,12811200,495180000,3538100,7125500,18004100,60578700,19363600,18012000,4553000,9971800,9969500,30356500,2867300,5505500,587000,2037000,1360900,669845,6632800,66346000,106945500,2376600,4851100,9229700,10105900,5152500,3033400,6455900,2766000,559900,8930500,54549000,3159340,18704100,1589400,9641600,2058300,15750414,2644100,1251600,2413400,3914300,7935180,1374200,1507800,13239500,343000
2019-02-12,89134000,25056600,35036000,16292300,591060000,2518400,5631700,18050100,67595400,23909200,19809000,5316800,16637600,8911900,43587900,2412400,15927900,636900,1316600,1082700,794541,6070800,97172000,82764000,2091200,6765300,8848900,8742800,5363900,4428200,7497000,2097000,526900,10507500,104294000,2816849,16452000,4778400,12860000,2496000,15606369,2630700,977800,3126600,2470300,6463220,1580200,1761500,9275200,348000
2019-02-13,89960800,18394900,28042000,14205100,605372000,1899700,5296000,17712800,57544200,28325600,19190000,5965200,11004000,10134200,50101700,2166000,9047500,349300,1244500,1136800,972591,6465200,71206000,77124000,1703000,5528000,10264000,6595200,6021400,3448600,8577900,1918500,228200,6404000,105591000,2928042,13932900,2023800,8218800,2511000,15286269,4742400,1124200,2533600,2779400,6134591,1569200,2321200,5564100,382700
2019-02-14,87342800,21784700,21106000,12755200,827264000,1885000,5061100,17545400,64441200,47598600,16015000,3438800,17895000,13938400,41759200,2611500,5737100,349600,917800,1245900,662032,2959600,82410000,78012000,1411100,6359200,9441100,7871800,4390000,5913400,6579200,1400400,373600,5721500,92953000,2239453,9740400,1609800,8186000,1507500,17080963,3200300,863300,6425400,2122400,5434432,1827600,1484400,4748900,613700
2019-02-15,98507200,26606900,27826000,15504400,1516748000,2999200,5282000,22520400,78644100,30189600,17352000,3604300,12239500,22396300,28968400,3314600,6214200,700000,1408200,1435700,795261,3824000,86878000,58573500,2635500,8889500,13924600,10522200,5758800,5226400,6080200,2044800,243200,6986000,92300000,3224803,17421600,1291800,7155200,2838100,16940866,5711300,1132000,2859800,2740400,8591877,2132400,2972500,6034900,438600
2019-02-19,75891200,18038500,21980000,14345400,551892000,3475600,3883200,15611800,57517900,20204500,15152000,3188000,8258400,12353100,25575900,2267500,6396200,397800,1823700,946800,955012,3955200,73634000,62526000,1938100,5596100,9208400,7861200,7443900,6840600,8092400,2005500,488900,7196500,73966000,2630856,14123700,1786800,10716400,1651500,13714685,3672800,1231300,3388000,2168300,6781194,2466600,1733800,4622000,484200
2019-02-20,104457600,21607700,24090000,11770700,540988000,2484800,7047200,21607700,57091600,17550900,16150000,3692800,12863700,9575900,28048700,3046400,5679800,411100,1066300,859900,878220,5156400,66752000,107131500,1785600,6038900,9671800,10711200,7048900,5472400,8154100,1693500,399200,6357000,81107000,2782366,11590800,1424100,9552400,1974700,15973417,4476900,2112300,5765600,2218100,8156275,3395400,1868600,6844400,515000
2019-02-21,68998800,29063200,33272000,15607800,448548000,2607400,4463000,16162100,49608200,17120600,13254000,3933500,7826200,7178800,24048800,2947600,5607900,406600,1087000,1441200,634276,5069600,69668000,133638000,1615300,4825900,10933500,6209200,10117900,5712200,6410000,1716300,427100,7346000,62279000,2871384,9765900,2446200,7572400,1605700,23561707,4561200,933700,2946500,1997300,13338067,2724800,2098300,5132700,651600
2019-02-22,75652800,27763200,29436000,15858500,401740000,2006000,4175000,31934100,52650700,22008100,27225000,4392900,13394500,8149300,22834300,2774100,4925500,386600,1027400,1030000,560466,14853600,61924000,86109000,1542500,4865400,11311600,12798800,135204800,5120000,4898000,1694100,304700,8405500,70882000,3043479,8269200,1736400,5157600,1731100,21742152,2522000,1261600,2650400,1828700,5959481,1874300,2014500,5148400,420500
2019-02-25,87493600,23750600,26208000,18737100,656020000,1815800,5076700,20711800,63221000,24264300,19245000,5750200,15341700,8064800,25233700,3182600,7090500,660400,1268800,839000,652986,7960400,63690000,99397500,1794000,3755900,12071200,10070500,47394300,4860000,7470700,1507500,548300,7774500,75693000,2453563,15393900,1771200,4533600,1748000,17298204,2400400,1094400,3453300,3216800,5610664,1707600,2277300,9275200,492800
2019-02-26,68280800,21536700,35026000,13784100,488464000,2538900,4496300,16082200,48470100,19382500,27211000,3740100,11366700,6159300,18051500,2431000,5957800,611100,1478000,742900,989347,4420000,53316000,128737500,1884100,4074600,12302300,7475300,36361600,3570200,5906400,1371000,781200,5795500,49446000,2107464,20600400,1348200,5832800,1218900,19342256,2915400,1118100,4351300,2083700,7564912,1854800,4242400,14883400,427100
2019-02-27,111341600,21487100,22092000,12697500,500256000,2266800,4278300,17590300,62649300,19940900,29146000,4395800,10426200,14038500,29522200,1886200,7645100,598800,633200,598500,740468,5575600,62976000,167758500,1482700,4175100,13274800,8153400,28284100,10246800,5565400,1506900,2625300,6028000,56299000,1858235,10802700,1829100,8259200,1276600,18709738,2742600,1354700,2662200,1567000,6948172,1576500,5300300,9655600,279000
2019-02-28,112861600,29083900,27422000,11114200,324944000,3810300,6908100,18388800,39384900,30708500,31460000,5465800,19000200,9785100,25777900,2776200,7227300,518000,1194700,752900,1657033,4728000,60518000,157810500,2055600,5586300,18956700,8498500,39658300,20948200,6151800,2285400,1136500,10333000,61868000,3017378,15549300,1369200,7597200,1924200,19542425,3072600,1035000,4506300,2523400,8806242,2404900,3536000,12692500,630100
2019-03-01,103544800,23501200,34086000,11097800,357188000,2594000,6919900,18359300,48084000,23683700,19035000,4164200,12659000,7852900,26755800,2409400,6002500,511000,887600,906100,1126071,6401600,99498000,343671000,2178200,3629100,8067700,8114500,20796800,7700600,5434000,2271900,1408300,7338000,55265000,3591909,14716500,1837800,11154800,1952400,25733052,1883600,1219000,3626100,2945100,6623328,1910600,3544400,10014400,520200
2019-03-04,109744800,26608000,35490000,18894700,409992000,2994900,17886300,21706100,48147700,18725900,17382000,3278500,14021700,20810700,27047800,2274800,8409600,769300,1208600,1046900,1407126,5886400,123348000,256452000,2444700,4383100,9219700,9588000,19256700,7171600,7855800,1508100,724700,9218500,74870000,4316572,12433500,1677300,8794800,2658300,17040417,2439400,1386700,3425400,3054500,5228899,1459500,2658600,8728000,637600
2019-03-05,78949600,19538300,40094000,28187900,362924000,2101800,16042900,21057700,35462600,14994200,21699000,4008600,10092800,12449100,28798800,3445200,7405400,478300,1409100,1020400,649902,5430000,73630000,281470500,2160200,3785400,10496100,8406500,13556300,10248800,6321900,1148400,705400,6015500,59378000,3588196,11401200,1164300,6139600,1659400,15947382,1725600,1000900,5051600,2258900,6144125,1380800,2244000,7025900,609700
2019-03-06,83241600,17687000,23602000,21531700,403524000,1950500,7436300,14740500,60479400,19686900,19973000,3568000,20521300,12557800,44890400,3956100,9442500,812300,1381000,1007800,805130,5226400,79920000,155032500,1985300,4770700,7666100,5660900,8978600,9506800,3226500,1541400,448100,6131000,62119000,4169093,16137300,1106100,5395600,1710900,11792377,4375400,990100,2894200,1892400,4967146,1680200,2802900,5262500,506800
