Date,KLAC,LRCX,SNPS,CDNS,PANW,MRVL,NXPI,IDXX,ALNY,INCY,HOLX,EXAS,BMRN,LULU,ROST,EBAY,ORLY,DLTR,MS,BX,MCO,MSCI,VRSK,EXPD,CSGP,POOL,CCOI,IRDM,SIRI,EVRG,NWE,MSEX,MTDR,RRC,AR
2022-08-24,938400,6849000,695000,1315100,9555000,6280800,1237800,549400,664700,656700,1089379,1946956,648200,551800,2746700,4212100,7870500,2764700,5262400,2128500,466700,215400,554000,816600,934900,327700,104100,390600,794400,916100,435000,66000,1428300,3028200,5513000
2022-08-25,1285300,9490000,777700,1163800,7827000,13229300,1542800,398700,795700,660600,848025,2926141,910600,603200,2475500,3227800,6222000,12366600,4943300,1924200,434400,174400,783400,792100,877300,262700,145900,473600,900310,577800,329000,58100,705400,2601500,5082800
2022-08-26,1604400,15863000,1219600,1750100,7468200,23821800,2380500,603300,1589300,1252700,965793,2336016,623700,1111600,2530300,3978200,5530500,7136600,7911500,5078400,516000,347100,831200,1208300,745700,242100,135600,427800,1682500,608200,247100,45800,880900,2860000,4457800
2022-08-29,1319700,10082000,1096200,1326200,8106600,10153300,1242100,435000,753800,1269300,1330630,1876139,748000,1165100,2260900,4539100,6528000,4639500,7505300,3380100,464400,309900,608400,1046900,809800,301500,165300,462200,1123570,683500,375900,52100,1121000,2738800,5564300
2022-08-30,1416600,14187000,1037200,1381100,6917400,9703500,1967200,393700,791500,1010000,1552956,2253190,912500,1179200,1960400,4274900,6013500,3784700,8849400,3336700,524800,241900,1707600,1121500,933300,276300,235900,424600,1538140,787400,463000,57700,850100,4716900,10102000
2022-08-31,1564800,12324000,1653700,2072200,7062600,12090000,2205500,604900,705700,1678400,2635697,2334985,1457600,1915300,2153700,7289300,6531000,3032900,9223100,3898100,965400,338600,827200,2120600,1567400,336100,250400,463300,1994580,940100,735000,59900,1047400,3609000,7685300
2022-09-01,1870400,18830000,1619600,2353300,8728200,16790800,2188600,480600,757100,939400,1212540,2287499,1106500,3495300,2248600,4660500,5542500,2823600,7830800,3770900,509100,516700,516700,1197400,1484500,469000,281100,633100,1651910,773200,390400,51000,1064500,3178400,4688800
2022-09-02,1300700,13680000,1073900,1416300,7095000,10358100,1696500,374000,644400,1490800,1291394,1881311,644600,8780300,2094800,4203000,6316500,2890900,9974400,3628100,487200,501900,652200,1104800,2893600,307000,265500,639200,1692470,830600,402000,65200,1248800,2953700,5541200
2022-09-06,1402800,11633000,1230300,1628100,8857200,7277200,2031900,470500,981300,1042200,1048852,1809542,834300,3921500,1822800,6219900,7018500,3465500,10689300,2291400,648600,399300,619600,1657800,9180200,449800,286300,1339400,2052460,1127300,334900,71500,1093200,3843300,5866300
2022-09-07,1604900,12013000,915900,1394000,6759000,11024000,1689300,365300,1262600,1376400,1444651,1766531,853100,2616300,2868000,4814700,6589500,2565800,7592700,2067000,579000,341900,544200,1309200,4329000,227600,770400,2639300,1590600,852800,514300,79600,1156300,4437400,5916400
2022-09-08,2258200,14205000,854900,1778900,5984400,9918700,1498600,433100,2017800,1591300,1149854,1705643,964300,2206700,2144200,5945800,4510500,2436700,8446700,2607600,739700,331200,636400,1501000,3213100,264100,733300,690400,1282460,575500,484800,97400,817100,2729200,4960100
2022-09-09,1655300,12933000,839500,1292500,7710000,10922400,2098000,604500,712700,976700,1161452,2099769,721900,2188100,2046600,4264800,5286000,2038200,5976200,2309800,383500,428800,492400,1317700,3404800,301300,857200,578600,1394220,652200,511700,81600,1013900,3038300,3989700
2022-09-12,1141300,9988000,830100,1439200,7888800,9479800,1280200,410800,2778600,1459000,1127119,2099323,1442500,1217400,2158700,4737500,7074000,2423800,8030800,2292700,501400,415300,556200,1366700,4335800,454500,342000,461000,1114490,715300,575500,53100,949300,2783900,4956300
2022-09-13,2326500,18942000,1282500,1947100,8773200,15732400,3863200,904500,2288700,1284700,1845895,2196340,1391400,1436400,2602400,6326400,8440500,2798300,7890700,5168500,908700,432400,815400,1765700,3385000,461000,299400,483700,1935680,703100,397900,87300,927600,3007000,4450200
2022-09-14,1803000,10615000,1376800,1563700,11334000,7407200,2807100,414100,1232300,1299600,1897088,1901264,964000,1414300,2054600,7176200,7191000,3386900,8341100,2670500,535900,331600,599300,2067200,4363200,524800,312500,562000,1789380,994500,607500,143100,1688300,3411300,7991100
2022-09-15,1577500,11987000,1500000,2164200,10413000,8870300,2340300,525500,778700,1137700,1164063,1990881,855500,1065700,2034400,6821600,7444500,1833200,8883100,2471100,621200,339700,602600,1916300,4374800,453200,309300,435400,1795750,1722400,429200,104100,1027100,3238300,5435100
2022-09-16,4219300,18613000,2322200,3470900,14039000,12443800,2506500,815800,1559300,2358000,3231367,2755357,1245500,1520400,3962400,9313600,16401000,5630000,20988900,5800300,1471000,641800,1903600,4524000,54034900,661800,745000,1628800,3532800,1857700,1313800,458900,2629100,10076500,9789000
2022-09-19,1417400,9364000,1496900,1555800,7492200,7830200,1582200,369700,952300,1207200,1255017,2517050,694600,1037400,2063700,6713000,12132000,2631400,6011500,3103900,583300,422100,510500,1378100,3900200,364400,348200,562200,1293600,782400,405700,104200,986200,2621100,4516200
2022-09-20,1162500,8927000,1424500,1734800,7856400,5558600,1358000,461400,625600,939400,1306819,1328774,472000,819300,2055200,7587800,6786000,2373000,8092300,4239000,824000,321500,409100,1570400,2617100,351500,417800,432500,1452360,752800,452600,66000,1006500,2709500,3883100
2022-09-21,1800700,10621000,882600,2100000,5977400,11894600,1528500,655700,472700,1503900,2555129,1634800,460000,1405200,2319600,6350400,7302000,2431300,9707800,3698200,556400,297300,505600,1640100,1969100,342800,301900,374200,1392450,639500,319700,63900,1309800,2600200,5486000
2022-09-22,2290400,15202000,1107700,1811300,7301400,12084400,2090000,605100,634100,1240500,1199776,2169014,868200,1621900,3681300,5490500,5785500,1822900,8376300,7492800,1281500,557500,644000,1419200,4023100,410900,302900,766000,1165380,1031200,418600,54600,916700,4658900,11580800
2022-09-23,1839900,14622000,845200,1669300,6931200,11335200,2680300,688600,544900,1311600,1281429,2976529,1023500,1926600,2993800,5161200,6930000,2318500,9990500,6475200,877100,505100,691400,1184200,3030900,671100,310900,485200,1440580,1230000,346200,58200,1966700,8645700,11636200
2022-09-26,1476300,11251000,1010400,1776500,7687000,8920800,2167900,690100,715100,1115100,2686278,3126635,1401700,1325200,2630800,5571700,8008500,3354500,8496000,4251900,886300,540600,707800,1390200,2841600,588500,341400,562800,1415550,1159100,387100,87300,1766700,9360100,7640100
2022-09-27,1364500,11831000,874700,1539200,5905600,10397000,1741500,548500,806800,1818900,1500711,2419994,1265700,1247800,2262300,5298000,7546500,2726200,6855400,6076900,969300,446500,654300,1469800,2253400,735800,686800,470700,1500250,1367900,440900,114300,1253200,6349900,6569300
2022-09-28,1693300,10841000,937600,1477100,6713600,9736100,2103800,690400,1016100,1559200,1799409,2312904,1358900,1239500,2102600,4452700,8002500,1641800,6693500,6560900,592800,467800,939300,1509500,2647500,792900,419800,692000,1575930,1666400,606800,95100,1893000,3673100,8059500
2022-09-29,1784800,15439000,901500,1584900,5833600,9648900,2841100,375700,1073900,1265200,1698012,1926326,788000,1262600,2051000,4211800,6673500,2232300,5892700,4411800,740600,377600,683000,1563900,2546500,481900,271500,528700,1478500,1467600,637800,65200,1822300,5019100,6663700
2022-09-30,1641400,19091000,1312400,2156800,6311600,11123300,2112800,563500,1684600,1615600,2055763,2301150,1437100,3842000,3720900,5953300,7758000,2790300,8090900,4828400,985300,501800,919800,1438300,2440600,527800,530900,1000400,1316410,2005000,677200,112300,1865000,4569200,6294200
2022-10-03,1869300,25300000,1077100,1797500,7546000,9859700,2415500,468000,1414200,1365300,1845035,1733407,931700,1776800,2706600,8930300,7171500,2259700,8169200,3177500,588500,307000,890400,1372700,2257300,726500,468100,566600,1362980,2057500,452000,88700,1562900,4994000,11496400
2022-10-04,1549300,20566000,801700,2127000,6715800,9763200,2392200,539400,1813000,1146400,1958311,2414313,1439600,1551200,1972200,8189800,7581000,2525500,7875000,5885600,855000,375400,766900,1328000,2893300,402800,266300,568000,1851410,1492800,458500,87100,1310300,3830900,7088900
2022-10-05,1348800,14070000,1094300,2585500,4425000,15167900,1904500,430600,1116700,1020000,1494525,1895099,1276500,1259400,1767700,7290500,5238000,1240400,5956500,3505100,820200,319900,947300,907600,2068900,253800,239800,391000,1117280,1338000,504700,65800,1471600,4793700,4756300
2022-10-06,1317700,13586000,917700,1849700,4766400,12586400,1559800,274200,815000,1125300,1774485,1248312,1539200,1060200,1788900,6471800,4512000,1631300,6434800,2753000,863500,341500,615100,984500,2035600,209600,215800,399500,1057860,1881700,505400,108100,1581300,6740200,4609300
2022-10-07,2194400,20796000,1093400,2415700,5667200,18033800,2752800,593900,844400,1200000,1516467,2249401,1076000,1284000,1743100,6731600,7000500,3123800,7180900,4453500,961800,398300,705400,1515300,1779400,254400,218100,401000,1713290,1411800,426500,112200,1405500,3949800,4246900
2022-10-10,2097000,39506000,1918100,2242400,6785000,12942600,1812000,503700,1341200,991000,1668374,1556258,967900,1134000,1836800,5192100,5634000,964000,5418000,2798800,762800,470400,464100,929800,1434600,230800,162800,421000,1191560,968700,409700,74000,1041900,3131100,8413800
2022-10-11,3561200,53132000,2919900,4034100,9507000,17731600,3004200,417100,1072800,1392900,2631189,1679875,1222200,2579400,1931100,6222400,9796500,1513400,6271100,5430400,901800,501900,807300,890400,2073500,379800,609900,638400,1704660,1072500,654100,114200,1166700,2802900,7106900
2022-10-12,2427400,36663000,1851700,2662100,6581600,12698400,2066900,353100,583100,1030000,2002903,1989403,844500,1671700,2125100,6324300,6043500,2198100,6411600,3774800,758200,516000,550000,1185600,2335400,367400,311200,376100,1198440,1231500,568500,88000,1449200,2926800,5059000
2022-10-13,4588800,45293000,2003500,4676600,10201600,18383900,3307200,525400,2252100,1456800,2004305,2700995,1989900,1492400,2988800,7866600,7878000,1780800,11811500,5388700,866700,557800,1169300,1223700,3069600,474600,313800,434100,2110380,1689300,623400,138800,1376700,4055700,5240900
2022-10-14,2346000,30398000,990800,2373500,6049400,13050400,2893000,480600,705900,1202900,1686426,2097550,1177100,1551300,2788400,5716900,7299000,1769100,13658500,2900300,770300,408700,675300,1357800,1809700,371200,353700,387000,1528240,862100,532300,127900,950500,3999300,6759000
2022-10-17,2557300,51439000,1087900,2288000,5601000,11932600,1972100,546200,604300,1417500,1363802,2721838,961300,1492300,3007300,5976000,7189500,3604100,11412400,3717200,785700,438000,1195000,1450100,1470500,392000,272300,658800,1819760,910800,548500,170500,1401900,4163600,7866000
2022-10-18,1763600,25077000,834500,1683400,6337000,11895700,2218500,440000,654900,1497300,1406819,3245631,1489400,1142300,1890400,5326500,5742000,1723900,9767800,4703800,1023200,300100,738200,981600,1689100,585500,311700,587000,1417710,1029300,538400,78100,1389700,5004300,19956200
2022-10-19,1991200,26915000,451400,1164600,4498000,8271300,2160400,317600,769200,1305200,1157727,2288303,1159200,1563900,1479200,5097700,5592000,1408400,7429600,4109900,729800,261000,676900,1133200,1449400,874400,221200,936700,1133270,642700,452000,87100,1611400,4140000,50900200
2022-10-20,1942400,58751000,669300,1599900,6665800,10037600,2895700,369700,670300,1096700,1296612,1829576,905600,1338300,1716300,5105200,6418500,1822300,7638100,7805500,730400,542000,834900,1099700,1694200,1643200,207700,817000,1245090,688100,399100,128300,1027600,3991700,10000300
2022-10-21,2067700,27665000,1290700,2034400,14792600,9788400,2496400,440800,968700,4874800,2096253,2904670,1302600,1258100,2194000,4449300,6274500,2033300,8149000,5198100,990300,774000,852800,3899100,2316200,826700,192000,796900,1315910,861300,630000,305000,1482500,5675800,12941400
2022-10-24,1369000,20117000,837700,1832200,8491000,13403300,1921700,322500,1425500,1919700,1664465,1775055,970400,1242000,1792200,5899100,8712000,3177400,8143300,4166700,1306300,643300,657500,1531900,2697200,667800,250900,500200,1105250,2293000,518600,133200,1175600,5163000,6893700
2022-10-25,1775000,17499000,1422200,5082600,8484400,12620300,2831900,543200,698800,1054300,1658865,2053777,1633500,2266000,3595500,6544200,9780000,2612100,8173600,5260100,1602300,735600,785000,1446700,2888800,851300,263000,596900,1424890,1967000,773700,91800,1176300,8046200,6828900
2022-10-26,1958600,24178000,992200,2485800,4923000,12260700,2023300,488100,723500,1189900,1351688,2550260,1614500,1725900,2939100,5856200,11017500,2074400,7733400,4396000,1156700,602100,704600,1118200,5832700,927000,354000,459100,1657110,1458100,940100,88000,2129000,5231800,7688300
2022-10-27,2298700,22885000,918200,2169000,5020800,18838100,2197900,491800,2286200,899900,1240741,1893167,4290100,1339800,2347100,6130400,14197500,2921900,6466400,4348600,1017400,438200,753900,1039500,3646400,428100,306800,890800,1607450,1295500,560100,59500,1508900,5779700,14320000
2022-10-28,2880200,18155000,662500,1944800,3775800,11454800,2552000,454500,979500,1114100,2102082,1996603,2084300,1697500,2293900,7750500,8512500,1770600,7816100,5431800,858600,443900,625100,929600,2207500,448800,411200,507300,1284400,763900,442900,102100,1006500,3495600,7292700
2022-10-31,1364300,18772000,781400,1544200,6034800,10413800,3307200,675500,771400,2203800,2379820,1671493,1548000,1219000,2969800,6860700,8023500,1955800,9087400,3515400,882600,708200,1405600,1324000,3113000,389200,637400,468800,2700320,1714700,524400,425200,919500,4858300,9058600
2022-11-01,1666900,15682000,689900,1299600,4342000,7646900,4306600,956500,646900,4135900,4200937,3195074,1611100,1154000,2643300,4960300,8430000,1562000,8195600,3675500,789500,379100,779400,769300,2414700,349200,275900,641600,1679270,1377700,476700,94200,1512700,3526100,5970200
2022-11-02,1846600,21731000,797300,2667200,9373200,13712400,2976800,914800,663000,3108600,3419871,3117081,1917500,1326300,3326200,8531900,10336500,2321400,10907500,6420800,939600,417900,1814100,1690000,2653500,513200,337500,653800,2357410,1365100,567500,116600,1412900,3490400,6582000
2022-11-03,1711700,16563000,857300,1870200,22368200,16890300,2373300,853800,1338400,1165700,1829988,2398161,1124900,873600,2071600,14052700,5094000,1467500,6447200,4766000,540300,367300,1087200,1052200,2056300,363800,439200,765800,1892610,2044700,264000,69000,1012800,3134100,5236500
2022-11-04,1875800,24227000,1025800,2998700,20263200,16070300,2385700,560200,749500,2178900,2200292,5258916,1611500,992400,2475500,7329900,7101000,1165900,6929700,3411500,577100,429500,1061300,1520900,1986800,507700,465600,583500,1742900,2309200,239700,59600,1547400,4242000,5740600
2022-11-07,1955500,18842000,1239700,2085300,10879600,15185600,2451100,437800,487400,1536600,1696504,2708714,1697900,929400,2807600,5258300,5596500,2822300,4599600,2870600,524100,317900,895400,1532700,3313700,410700,345400,772100,1616580,1444500,341700,96900,1432100,3573000,6608900
2022-11-08,1485500,22260000,1118100,1236400,11929800,12220700,2659200,496500,1081300,1045800,1469640,3347505,1469800,1044300,2613600,7889100,4642500,1211600,4850300,2988900,733200,365700,773900,3267300,2680400,658800,344000,517100,1537470,1873000,311000,84500,1009400,3451900,6357700
2022-11-09,1471000,17040000,1040000,1070000,7058000,14401500,2780100,431100,622800,1563500,1742866,2345142,1104400,1370000,2614500,5208100,6414000,2096100,5200800,2461300,514500,301100,854500,2621500,2126800,385400,204400,380200,1291780,2902100,231500,97300,1365600,3901600,6285000
2022-11-10,2734100,37191000,1269600,2656200,11988200,17081100,4487700,664400,861300,2113700,1471041,3266497,1126500,2212200,2937100,9206000,7015500,2973200,10013900,9664700,1585500,578800,1386200,2165800,3250700,1016700,337700,575800,1942120,2212000,381100,105000,1227800,3116300,4557200
2022-11-11,1665300,26080000,1276000,2273800,8047600,12133800,2515200,872900,819400,1211800,1521027,4801930,1214400,2337900,2892700,7298800,9784500,1732400,9119100,8565500,1882100,509800,880800,1652600,2170500,769300,214300,630000,1517810,2466000,261300,56200,1100200,4533700,7846600
2022-11-14,1263300,23472000,897900,1773100,7207000,11645500,1823400,504400,516800,1223500,1549867,2388877,2158300,1258800,2472400,6188100,8434500,1865500,4873400,5384400,1075400,630600,1209700,1971100,2161400,604700,230100,650500,1545910,2752700,319000,66600,763100,3203000,6968200
2022-11-15,1742700,22206000,700600,2008800,9948000,11831300,2335600,546700,513700,1003900,1443702,2420803,1159500,1323400,4102000,5466800,8524500,2294200,7336100,7166200,861900,409300,1830900,1827300,1958100,470800,371900,621700,1737900,3639700,210300,87700,880200,3475200,4503500
2022-11-16,2455700,30079000,709400,1137500,11889200,12062700,2204400,366600,460500,697800,1387270,1793630,1049300,1346200,3331100,5263300,9468000,2996100,4368600,4457500,801200,322700,1609300,1738600,2090100,422400,253000,471300,1681480,2536700,287900,58600,768600,3696000,5702400
2022-11-17,987500,15369000,710100,1555200,16640600,9368600,1460500,592800,419500,961500,1153769,1545848,1031500,806400,4533500,3617200,5371500,2616200,4967300,5243100,845300,210100,1960700,2041200,1671300,663500,268400,528500,1970250,2308800,298500,70300,657200,2699000,5135200
2022-11-18,1121600,17363000,477600,1198600,26790000,8687600,1533700,344000,670100,804900,1283527,1525524,807100,1201800,11725200,3792000,5991000,1965500,5450700,3176000,697500,612600,1266600,1814900,2592200,484200,479500,500700,1370500,5822500,442200,79100,879100,3265700,6515600
2022-11-21,1082600,9349000,567700,1184900,13460600,11008900,1271200,315000,991500,1018200,1015874,1097486,1129200,1042100,4736400,4096100,7404000,3449000,4667100,2953300,555100,275600,1205000,4586200,1916700,288900,215500,485600,1378110,3053400,374100,90100,1279600,3718700,6600500
2022-11-22,1380300,14115000,562700,1118400,7098400,11645600,1695500,366300,523900,819200,1109401,784777,1620200,901800,4072300,3817000,4992000,7395500,3804100,6872200,381600,236100,990900,1499500,3006700,269400,267600,317700,854810,5398200,364300,59700,586500,5806400,5713700
2022-11-23,1401000,8235000,395900,721500,5843400,6078700,1586500,334900,377400,1150600,1080587,850397,4635400,824100,3158300,4981600,3387000,2751300,4961400,4510700,397900,269100,629300,1716700,1839300,403900,123900,274200,1004610,3531500,293000,74700,556700,3966900,7628100
2022-11-25,624400,3789000,247500,441100,2135800,4078200,735400,188100,356500,238800,450666,420917,727800,523400,1134500,2329800,2313000,1553200,2450100,1452100,430400,94700,454800,1428000,1208300,229100,94100,256600,383810,1134600,114600,28600,237100,969900,1723600
2022-11-28,1413600,11824000,837700,1401100,4284800,10948100,2758000,408300,808000,867900,918698,1250420,2591200,1099700,2006100,5878400,6345000,3804800,6147700,3608700,727400,330600,828500,2010400,1875900,326900,186600,370900,1077070,3798700,312200,94000,798800,3583000,4715300
2022-11-29,813200,9030000,561100,1142200,4865600,6747200,1347300,444700,516400,612900,958680,1011200,1304300,932800,2674800,4421400,6174000,3196700,5307100,3420800,576200,392100,791000,2059600,1903300,314100,196100,293000,1100090,2733800,201900,56500,576600,2074200,4068600
2022-11-30,2795100,22328000,1586000,2565600,16162800,15933900,3654000,839400,2478300,1698000,2826216,2236977,2493100,2269800,2916100,8882300,11962500,4295000,10520600,6910900,1354400,481600,2044500,2782600,5665700,830100,402200,685900,2211760,8247200,541600,105900,929700,3461800,4459600
2022-12-01,1838000,13779000,1310200,1931900,10660800,15710100,2083000,533100,603800,1333800,946652,1455582,2013900,1236300,2104200,4785600,5092500,3059300,7310400,15508100,832500,406700,875500,1426300,2588900,427200,230900,286400,1929410,2710000,257300,67400,768900,2595300,4164400
2022-12-02,921300,11022000,1076300,1255300,6544000,25050200,1620000,372700,922200,1651700,1535914,1282014,2220200,1180800,2120600,4338000,5484000,1809300,5197800,13587600,479300,440000,848500,1118300,2211400,470400,289100,278800,1522200,1994800,324500,54200,920900,3355400,5184400
2022-12-05,1236400,10886000,1358200,1441400,7042600,11345800,1208100,345800,757800,2245200,1462777,1530226,994200,1699600,2022100,4641100,4974000,2220900,8272500,8933600,702400,431000,861300,1562900,2217900,444900,372400,450100,1438670,3355800,271900,58600,1040000,5215900,8595500
2022-12-06,1171300,9253000,858800,1152400,5353000,8779900,1904000,316600,425400,2024000,1675138,2009582,889400,1199400,2651600,8691500,10225500,1603900,10424700,11687800,647400,377700,874500,1543100,1500300,358500,305800,402800,1291540,3225100,234000,100900,1117700,4838600,5967500
2022-12-07,828000,11129000,817600,1674000,4770200,8219800,1427200,302700,926200,1145400,1617468,1330051,1319200,1387000,1983900,5533200,8370000,1969400,7066700,9357600,596000,428800,869100,1894000,1566300,258300,252000,550900,1246760,4444000,241700,51300,651200,4332200,6177900
2022-12-08,1130000,12370000,996500,1397200,8876000,9106100,2520300,393800,1139100,1019800,1423836,1813839,723000,3344100,2467600,3855000,4861500,2305800,6141400,7577900,842700,211000,640100,924800,2088700,605300,232000,309800,1154590,3708100,248800,39800,990300,3235500,10171500
2022-12-09,1380300,9542000,819000,1299800,4984200,7312000,1962000,300400,1075400,1462400,845605,1260547,815500,9306000,2037600,4083600,4908000,2237600,6488300,4589000,620400,332100,928200,1417800,1806500,526700,305800,287300,843520,2691900,214000,87100,1105900,3519500,5632000
2022-12-12,1555800,12138000,968700,1414100,6122000,9327200,2048400,294600,1178900,1077400,1446426,1609896,1856400,4119800,1744500,4238100,5143500,1516500,7496200,7352500,870200,285000,908800,2194300,2467100,542100,521900,393000,946740,1620600,268000,59000,1107200,4948000,5830900
2022-12-13,2221900,15369000,1130400,1657400,7140200,12390300,3081300,620300,618800,1182100,1583777,2279121,1765300,2618500,2163000,5656600,7816500,2220400,10330500,12645000,1067600,499000,707100,1611900,3177900,405800,428200,482000,1512960,2136400,456700,94100,1062100,3642800,6204400
2022-12-14,1557000,12108000,1483000,1459400,3772400,13428200,1968700,567300,675000,1148600,1497531,2158956,1672100,2816600,2184500,5659400,7942500,1808800,7704600,5051700,1041100,544700,771600,2237800,3062300,608700,316000,844700,1377980,1719200,321500,57400,1123600,3839400,5861200
2022-12-15,2091600,15531000,1343800,1584600,9538400,12079200,2570300,447400,813700,1051800,1396115,2718646,1614600,2073000,3293100,5167300,7279500,2293100,8795200,6910200,717900,859900,1195100,1540200,2933200,590100,267100,678600,1672070,1348100,306900,81000,1086500,4390300,4846400
2022-12-16,2360900,17715000,2397100,2992900,9283600,20177700,3696400,990700,1308300,3162900,4387321,15737769,2537000,2170500,5324400,14561000,17710500,3587600,17262000,13108300,1024200,1062200,1877300,3095200,24253000,957100,689800,2256500,3331670,3053800,1093500,212000,2428900,7945200,11145100
2022-12-19,1122800,10645000,1218400,944700,6276000,10651200,1418200,355500,377500,1665500,1208075,3227200,1226000,1247600,2423900,7817400,7860000,2179700,5129600,4880600,525100,564600,833900,1171600,2282300,380400,319300,637000,1198740,1687200,397300,63300,1078300,3274900,5206200
2022-12-20,903400,9097000,1056600,1353500,7659400,11441900,1101400,376200,1180900,1723000,1275884,2838187,997200,2354200,2136400,4273300,6484500,1967300,5206800,6076000,583800,686800,719600,1492800,2379800,328000,160100,532500,882250,1561200,513100,126200,761300,2647100,4541100
2022-12-21,1125000,9464000,532100,1178700,8391000,9160000,1737500,367300,590100,1150800,1220189,2730624,1457800,2324900,2572000,4050000,5979000,2066700,5422400,4386200,644500,440800,689600,963800,1751200,358400,217200,777600,1228210,1542300,370000,90400,811800,2791100,4308200
2022-12-22,2075700,31757000,677000,1154000,8721600,14074200,2759100,312300,427100,631000,1072947,1812562,1335800,1499300,2250100,3930500,5589000,1657400,5635200,3546100,446100,361700,653400,1294700,1958700,331800,267800,459200,1785140,988500,289800,161400,898900,3424000,5878800
2022-12-23,892000,10546000,341200,709700,5933200,6097600,1212300,191900,417100,1262800,1017689,1971717,696000,933500,1317100,2421200,2826000,1023100,3316100,2977100,320600,347200,470600,568300,878200,207600,205200,243000,971280,837300,188200,75500,797100,2215000,3440700
2022-12-27,988700,11120000,467900,615200,5988400,8452600,1374900,273600,631000,730600,862969,1474499,760800,1287900,1362600,3953700,3978000,1318700,7064700,2773000,424700,399700,497900,777700,922600,206500,224700,523500,826610,833500,141200,95300,779500,1437900,2765400
2022-12-28,610400,8731000,349300,769500,6552000,8096200,1433300,323400,453800,924600,650167,1547694,904500,1458200,1321500,3551000,5010000,1335900,3714900,3885800,395700,211000,572400,616500,1035700,196900,144800,333000,1225440,1034500,325100,142500,826500,4209800,8156000
2022-12-29,787200,12309000,416200,771600,7270400,7724300,2016600,397900,466300,662900,750100,1479671,794600,936000,1593700,6385400,3985500,856100,3461700,3148800,316700,272500,506900,722500,1169900,268900,165700,391300,1155680,796300,331900,275700,768000,2581400,5784200
2022-12-30,669300,7321000,541000,739400,6723000,8107100,1021000,297400,518000,697900,1453614,1249363,910200,1345700,1547900,4430300,4261500,1055900,4455600,3908400,432000,354400,617700,755800,1258300,250000,190800,328400,983490,742800,393000,237700,1414400,3212200,5277600
2023-01-03,764100,13249000,706100,992800,7818200,10336700,1900300,394500,635100,1456900,1555235,1627885,1325500,1305000,1707600,4494900,6832500,2142400,5108900,9366800,613800,345000,644400,1109700,1277300,368100,287800,999800,1651350,1194600,267700,183700,1275300,4231100,10349500
2023-01-04,1187600,10525000,790400,1329000,8549600,10226300,1678400,442200,905200,1889500,1985050,1428660,2741400,1678100,2008900,3743500,7488000,1542000,7726800,4175700,588600,427200,603200,1623100,1359400,363200,265300,523500,1832180,1454700,352200,130400,930000,4635300,5970500
2023-01-05,924900,9834000,794200,1728200,11473400,13007300,1692400,551000,840100,4437300,1774555,2306982,1917500,1787000,2058800,3748100,5499000,1671000,5339900,3821100,407700,325000,693300,1407200,1664900,332900,179300,822500,1157610,1301100,214300,171800,658000,5483500,8779300
2023-01-06,1423400,14810000,603900,1194200,7414200,21224900,2063200,1239200,800100,2778700,2140525,3151868,2205800,2298200,2467900,5293700,6303000,1846900,5710900,4854300,572800,366200,728700,1348200,1602600,514300,284300,1720500,1192980,1646400,294800,130100,584600,3101300,6045200
2023-01-09,1955400,14079000,717700,1924900,8801600,10529800,1834400,892200,1010000,2276600,2905373,10835745,2526700,8292900,2581300,7096400,5019000,2392800,5039700,4242900,752300,312100,1095800,1407500,1481300,486900,303100,985700,984840,1312600,370000,161600,641400,3128100,5611800
2023-01-10,979000,10676000,530500,1302100,9716400,9699600,2219700,646200,466200,1687400,1743178,5138948,2864700,3140400,1596300,4432600,5262000,1897800,4536600,3490500,472400,270800,403000,1231300,993100,350400,241900,764500,843900,1315900,298600,119500,640000,3657300,3798500
2023-01-11,1230800,15429000,592100,1523600,6454600,10319200,2019200,766600,836900,1866900,2819327,8424388,1699100,2224400,2533900,5456800,5095500,1969600,6122600,5295400,769400,364200,687100,1256600,2073400,602300,292900,722700,910270,1128300,298900,88100,695500,3604600,7070800
2023-01-12,1505300,14299000,535300,1039200,7644600,14713100,1705000,376700,471700,3823500,2040280,4413870,1723500,1587700,2747100,3812200,7768500,1592500,7895600,4607800,789500,303000,657900,1155100,1668900,479400,363800,585100,1054740,1102600,224200,121200,1076500,3349900,5656400
2023-01-13,1615200,12025000,550700,1021100,8742600,11871700,2006400,484100,983900,1080900,1292053,2640224,1582000,1543200,2339400,3128400,4875000,1239200,8414600,3684400,835800,320600,493000,991800,985600,308500,392400,647500,834790,1009000,198100,102700,804100,3299000,5829300
2023-01-17,1046200,9474000,653900,2034200,10438200,13030300,1991000,436700,1040900,1883600,1655346,2841899,1554900,1491400,1708200,5214200,4498500,1501000,27914300,2937100,1659600,332300,829200,1739200,1671300,451300,326800,547400,828710,1655300,384200,161500,610500,4127300,5548300
2023-01-18,1183900,11939000,587100,1445600,8877000,7445100,1565800,525100,661700,1347900,1422804,2958592,1107300,1284100,1762200,3429500,5278500,1659500,14134800,4980300,1811500,407800,662500,1467300,1549000,923200,405800,646400,1828270,2224000,367600,149900,998800,5301800,6042800
2023-01-19,1409800,10887000,630700,1549400,5265000,10528300,2163200,338200,550700,1522800,1996970,3065383,1148300,1519700,1618800,5616300,5230500,3257000,13457100,5603600,880500,343900,792300,1512500,1489300,566600,360200,441700,1245500,1643600,547500,138300,791200,4612300,5172400
