Date,KLAC,LRCX,SNPS,CDNS,PANW,MRVL,NXPI,IDXX,ALNY,INCY,HOLX,EXAS,BMRN,LULU,ROST,EBAY,ORLY,DLTR,MS,BX,MCO,MSCI,VRSK,EXPD,CSGP,POOL,CCOI,IRDM,SIRI,EVRG,NWE,MSEX,MTDR,RRC,AR
2020-01-29,1028900,18080000,765000,1241500,3510000,17658200,2273000,363300,517200,1270200,2415732,1294153,1112600,998200,1365900,21462300,5524500,2028400,9027800,4279200,441800,489600,529300,1306900,1138000,215000,225600,1476700,1590550,2121700,249500,57200,1602000,12601300,14491400
2020-01-30,1448000,39431000,1337700,1033200,4624200,17019000,2039700,497700,392800,1482000,5036646,1087606,1147400,770900,1627100,12420000,9355500,2497000,8685900,8556100,563500,616100,476000,1278600,939000,177700,242800,521400,2190780,1330900,151200,43200,1950300,12262300,10388300
2020-01-31,1505700,24365000,984500,2452600,4335600,10871000,4448500,910200,484600,1480100,2505694,1024944,1382200,1391600,5115000,18541300,19123500,2704700,11286900,6128600,827800,784300,621000,5712900,1746000,187800,244100,600400,1843510,3812500,445600,48200,2678500,10086700,13925500
2020-02-03,1181500,19454000,969300,1405900,6013200,9256100,4205200,569600,505600,1258200,2989969,980185,767500,1792000,1662700,14939600,11574000,1906000,8375100,3200900,748200,509100,649600,1440600,4035000,187700,361600,952600,2323660,1386900,226000,46200,2017400,8420300,11508300
2020-02-04,1735900,25310000,1160600,1371900,4229400,10544100,5560000,492200,734100,1066800,2108133,1140354,1009500,1354900,1510200,46298200,9997500,1588100,9375100,4175600,742100,479400,931700,999200,3587000,127100,164300,780400,2075100,3478400,344700,54900,2220400,8480600,10720700
2020-02-05,3113100,21572000,982700,1666800,4305000,10777700,4386700,510500,806400,1384700,1832033,1162433,1973900,1518600,1715700,25896300,14070000,1315000,8237500,3266400,715200,393500,1132400,1176400,3224000,140200,199500,817100,1904510,2634000,193700,56500,3117800,13752100,12914500
2020-02-06,1370300,12625000,507900,911600,5092800,4263900,2082800,542800,1090300,906800,1495009,680792,999600,1155900,1267000,24981600,32776500,1815700,6976900,2877300,806900,489900,446700,1006500,2558000,116100,347000,862000,1338980,2574400,276200,31000,3136300,8327100,10573600
2020-02-07,1492800,16026000,589000,1157700,3958800,20910400,2522400,239700,852300,843100,1802669,861104,1211700,1087600,1059000,18990500,17818500,1286500,7588000,4359700,647800,335100,476300,1120700,1136000,156100,271300,409700,1538500,1259600,186900,33900,2708500,7534400,7690600
2020-02-10,1680300,10884000,676500,1302900,3435600,13403400,1769600,348200,1496600,849700,2652838,1387108,605300,1192100,1373400,11638100,12685500,1201900,5115100,3379700,729300,348900,479100,893000,1589000,180500,191600,897100,1425310,1229000,135100,28300,3042400,9263500,13482800
2020-02-11,1269000,15207000,837300,1419600,3372000,19616800,2407000,293100,873000,985500,1348514,1771064,781400,1014700,1260900,9380300,18831000,1708200,7120800,3082800,946300,331100,539500,779400,1502000,251700,196700,1941600,1660450,1883700,163800,40200,2995700,10721900,7980600
2020-02-12,957700,16872000,682600,1932800,7266000,9362400,2592900,314500,897100,2120000,1541530,3434607,848400,658100,1388800,11499100,12612000,1370600,7130000,4537900,981300,384200,515800,620100,7351000,243900,253800,1354500,1461330,1989100,196000,43500,2448100,12966000,10469000
2020-02-13,1158000,21102000,788800,3253100,5209800,6782600,1426200,283900,416500,2227400,1268977,1455389,532700,905300,1290300,7317900,10855500,1200400,5718400,3845900,910900,377600,513700,1084200,3634000,386400,152100,700000,1057020,2091500,495100,51400,3061700,10128500,14550500
2020-02-14,864800,11099000,784900,1329700,3789000,5264500,1846700,286800,399000,1370200,1197305,1477898,780300,950700,1307700,10998300,13483500,1690300,4579300,2821900,931900,568900,533600,1402600,2148000,310500,173200,672600,1227140,1737400,283700,33100,2881000,8943100,12711800
2020-02-18,1778300,27494000,910200,1540000,5785200,6081400,1919900,455300,750100,1209900,1475423,1394388,737200,1273700,1497200,15223600,16429500,2078300,6897800,4544400,771100,539100,1120200,1188500,2910000,287700,188300,1293900,1362250,5842500,340700,33200,3510600,9184400,10342000
2020-02-19,1069300,15396000,1760900,2212000,4245600,6274800,2028200,734100,326300,1895400,1114093,1584789,647600,908000,1061200,7598300,11728500,2154500,6075300,3394500,986300,514700,1196600,1762700,3009000,229600,170800,640000,2038560,3869900,315900,41000,3596500,8701100,13204500
2020-02-20,1664400,18878000,4667200,2394200,6420600,5778000,2295000,696500,714900,2653300,1807776,1290424,764000,1518400,1065400,8940300,16440000,1979500,58533500,3363100,1000900,850300,761300,1871300,3125000,203700,206400,1329000,1758850,3241900,254500,43800,3555600,11584200,12404400
2020-02-21,1909900,21606000,2777000,1550300,9018600,6709900,3521900,443300,429200,1414000,1106585,1035419,3084500,1587700,1316400,14695200,9630000,2279000,29536400,4198400,961400,1101800,912000,1727100,2485000,106800,253400,657100,1689130,2294400,391500,39700,1971600,8860300,10520600
2020-02-24,2649600,31022000,2503500,2361900,17634000,13623000,5135500,595400,747100,1366400,1200782,1767359,2275700,1875000,1816400,18961600,11373000,2805300,28670400,7372000,990000,1127300,1096600,1823300,2872000,161800,273600,782900,3140910,2080800,349100,41700,5652400,12930600,9393200
2020-02-25,2046900,25498000,2162800,2648000,59718600,12658300,4628400,649000,550900,2174600,1825303,8399513,1868400,1550900,2295700,15856200,15087000,2739600,25568400,6361900,1090700,851000,983700,2659700,4941000,196800,304800,2572600,3629310,1714800,358800,51800,7670700,15285600,11359700
2020-02-26,1879300,23796000,2039900,2477300,19690800,11222100,4415400,583900,537900,1442300,2368948,5029453,1930800,1219000,2432000,11917800,12144000,2372100,22286100,5732500,951300,789700,903300,2505600,7235000,242300,262200,1351800,4037990,1411500,360500,44000,7615100,10167600,13318100
2020-02-27,3589700,28722000,1840800,2678900,20486400,20046800,4950600,610100,949200,1641700,2007254,4786119,2703400,2834900,2738900,16142600,16653000,3271100,26815200,10451400,1993700,968400,1053500,2810500,3706000,324000,469100,1095400,5469620,2254100,469800,67900,6110500,19653000,16574400
2020-02-28,3695100,31956000,3129100,4698200,21506400,23321800,5492900,1614600,1107000,2525000,3241113,3250764,2271400,3747900,4152000,16824600,25341000,4580400,36978800,12953900,1987700,1394200,2168900,4858800,4557000,462300,554000,1232500,5530780,3361800,701000,163000,7321700,25239000,15251200
2020-03-02,2706400,23473000,1692700,2711100,12958800,13312400,4306000,700700,1032600,2261300,3047148,3809881,2360300,2333900,3138100,13131000,18334500,3936600,23234100,8285200,1526000,1152400,1516200,2449700,4262000,366200,421000,1257600,3793870,4823800,412500,80600,6813100,12560300,12882600
2020-03-03,2397400,25103000,2075100,3162500,11193000,12016700,3969600,728900,569800,1939400,2703696,4222313,1649500,3570700,3487300,18838700,21103500,3248600,30206600,6414800,1734900,855100,1231900,1959100,2087000,257000,527500,923900,3768000,2605500,336500,82900,5352800,11433800,13865100
2020-03-04,1493300,19170000,1529100,2364400,8088000,10687000,2755600,602600,699900,2043800,2710529,2742792,1656900,1723700,4938700,13445400,11014500,7807300,21938100,4747500,1221400,836500,987800,1531200,4026000,341100,467500,807800,2291130,2513800,393700,64700,4294300,14108000,9695900
2020-03-05,1697000,20370000,1486600,2163700,8656200,30864700,3161500,524400,582800,1430200,3396753,2523550,1533000,2005000,3136700,11816600,12153000,4237300,23950200,5009500,1557400,772900,1062900,2126800,2791000,290000,540600,702800,3821970,2113500,419500,70700,4571800,12429200,11794500
2020-03-06,1858400,20486000,1491300,3361000,11579400,14684700,3544400,559200,613700,1800100,2889637,7124426,1711600,2494400,3940100,12849800,17637000,3879900,30898400,10219300,2197400,1049700,1214500,2759600,2588000,254800,519500,673900,3396170,3645900,391700,75600,8772200,17889600,24061900
2020-03-09,2815600,26495000,1870800,2793500,20055000,13199100,5696500,909800,914500,2063100,3867128,4379596,2267700,2292500,4067500,15594000,22153500,5052700,28177500,11938100,2551400,1232600,2051200,3523600,3186000,325500,1090100,1128900,4116180,2728500,512600,70600,29637500,37735700,36297100
2020-03-10,2438500,23725000,1614300,2809600,12548400,14173500,4622400,605500,970500,2933100,2840899,2811699,1897300,2274000,3921200,15419000,19261500,4897100,27111000,7672600,2208100,1593500,1486800,3563100,2702000,323400,791600,910200,4111690,3471600,495600,85200,23112500,27209800,25593900
2020-03-11,2730500,31441000,2063100,2918300,11924400,10320600,4957800,694300,766400,2347100,2689215,2910163,1852200,2114700,3731100,13056300,18475500,3444800,27376200,7451600,1611900,1233500,1392000,2911700,2669000,447800,576400,1341900,3644790,2456300,502200,77700,19645300,19111500,15009400
2020-03-12,2672700,36844000,2429200,4756600,18009000,13800400,7271900,1405500,912500,4007600,3547675,4159115,3327700,3906800,5273900,17224800,24249000,6504200,27964600,17469200,2632300,1793400,1788400,4430500,5343000,390200,532200,1716500,4021000,3767600,612200,121600,17615000,27011100,22958600
2020-03-13,2804300,26920000,2032200,3988500,11983800,12543800,7099000,1371000,1077100,3552500,3988985,2848520,2557300,2933300,4298400,20972000,14286000,5591600,33305100,11798000,2329300,1536000,1761700,3102000,4950000,380700,507000,1308100,4106080,2256300,513400,169200,16411700,31865600,34974900
2020-03-16,2752300,30960000,2003100,3071600,13266600,9805500,7781200,1332000,2229100,3589000,3770030,3347941,2525200,4568200,4883700,17099700,17232000,5182600,26789900,14338600,2856300,1661700,1402700,2589400,4040000,563900,450600,1227500,4707700,3975600,535200,108800,12349200,28393700,28625500
2020-03-17,3213600,36694000,1780400,2719400,13229400,11453700,9133800,1271000,1498300,3429600,6406577,4461903,2430100,3764700,7862800,14020000,16669500,5021600,27047400,18713600,2046600,1291000,1620800,3161900,4488000,486200,657200,1420600,4469160,3641400,641300,121900,15261200,24807800,20926700
2020-03-18,2664600,36072000,1858000,3137600,15502200,10930700,10744500,1569300,1062800,2667800,6493894,3066219,2371900,3809600,8149600,20304800,17812500,4355600,27603000,16652000,2819000,1384800,1720800,2262500,5710000,619900,805400,1765000,5849530,4298100,673700,108100,7944600,17515800,19380600
2020-03-19,1954800,33439000,1424800,2584900,11408400,10526400,6107900,1852300,917400,2650700,5303657,4004200,1797500,2989600,7958700,19461400,14052000,4218400,23929600,10469000,2610500,1195800,1124600,2202300,2609000,561400,766500,1946700,4072660,2191900,537700,119900,11941600,16320700,20673800
2020-03-20,2632600,39045000,1825500,3393500,10483800,12976100,5722100,1539200,1279300,2726500,4716889,4608555,1955600,5338000,10008700,24947000,16563000,5334700,27472500,10999100,2017300,1663900,1509200,3215000,3869000,648500,1160600,1690300,5831080,2929200,914200,173700,16562600,21162100,21023800
2020-03-23,2124900,30272000,1508900,2954100,9372600,9422000,3664800,1386200,804500,2447200,3390415,2831106,1586000,4267500,5970200,18502800,28507500,4496200,26401000,12461600,1699800,1412100,1398700,2307200,3861000,546700,708000,1171300,5821380,2918100,674500,114300,10057500,13292500,10502700
2020-03-24,2776100,29212000,1709600,4180100,15616800,13566500,3691000,1065900,827200,2794000,3739443,2977183,2060300,2912900,8351500,24055000,43822500,3509300,25905500,10436200,1404700,991800,1300500,2687300,3725000,449200,833400,1508100,5065780,2046900,425600,98400,14457100,15071800,14002100
2020-03-25,1703000,28374000,1528100,3940100,12357600,11585600,3173900,892300,855400,2500100,4324947,3025903,1556800,3336400,5655300,18485800,32574000,3022100,27198500,12177000,1686800,1139000,1662900,2156500,4530000,383800,590600,940000,2704010,1951100,620100,71500,11791700,16945200,11346300
2020-03-26,1870400,31663000,1373500,2781400,9399000,9346200,4068300,740500,894100,1855700,4351342,2702052,1458400,4117800,5436500,14333700,24033000,3506500,26422500,12233000,1650700,1049400,1248100,2004600,3116000,329700,670800,1240400,2720810,2224800,488400,138600,6858300,12701600,10217200
2020-03-27,2240600,32033000,1300800,2228400,9257400,10962300,2923100,857900,719900,1463900,2902590,1848542,1444100,3572100,3493000,14183000,13543500,2863400,33375400,7467800,1305800,978000,1234300,1515700,2644000,343600,522700,1346800,2463280,1859700,786400,70900,8378300,16681500,15470800
2020-03-30,1623700,21298000,1502100,2514300,12379800,7438200,2963000,805200,612200,2023200,3913554,2079628,1575200,2197800,3237400,14952000,11401500,2910500,18046400,5128800,1026900,580600,793900,1482400,3118000,242100,422700,764100,3479300,1835500,496300,93400,8205700,12116900,13219600
2020-03-31,2907200,27836000,2463800,3451400,8735400,14404300,2696900,1175500,1156600,1695300,4364452,1625929,2378300,2027200,4875800,15868300,16518000,5920600,17122600,7005600,1379100,956400,1422200,1667700,3458000,273100,601900,780400,2940200,2203500,434100,76500,5582100,14630100,11902600
2020-04-01,1660800,24655000,1542100,2824100,12898800,8253400,3434000,940600,742700,1966300,3154237,1932526,1607200,1767800,4468900,14341500,17770500,4847000,23755100,9616800,1455000,997100,1343500,1604200,4664000,337600,452000,803500,2647310,1479600,321500,64200,9187800,12112200,11706600
2020-04-02,1346000,18914000,1843300,2959100,8778000,9597300,2455300,786700,805000,1513500,2577547,1989363,1208800,2311300,4137500,12007100,17091000,4696700,21656000,7443300,1025200,717900,1044400,2073700,4688000,306900,431300,800900,2316320,2438300,528300,70400,11583700,14539000,10799800
2020-04-03,1143700,14906000,702300,2554900,5998800,7963400,2330700,946400,501400,2222200,2053999,1694585,1777400,2208300,3534700,10869100,15295500,2416800,16926500,7238200,1002100,841400,815700,1381600,2501000,314800,492700,809700,2078070,3340100,618200,47000,9477900,12946900,13419000
2020-04-06,1846000,33272000,1314200,2332700,10117200,10362600,3657900,743300,774200,3234100,2703985,1691827,1816400,2479100,5382000,14731900,16729500,3555700,18788700,9093400,1429000,617800,1244000,1846200,3592000,346300,412200,684700,2406920,1544300,471300,78700,6425400,9014500,8303300
2020-04-07,1454100,25778000,1203400,2315200,9024000,8847000,3938300,723700,773500,2971500,3732747,2172532,1722600,2228500,5867100,10602500,14110500,2967600,19536700,8906500,1009500,752400,967200,1913800,2722000,246800,478900,745100,2827910,2088300,537000,92400,7564100,11883800,10671700
2020-04-08,1350000,18923000,657800,1932500,7908600,6998100,4222100,820200,737400,2086000,2180921,1960865,1500900,1243300,3023800,12044500,15030000,2425400,15376700,5547400,1059600,624200,883800,1673300,1712000,328100,487200,686300,1752130,1697600,369100,68400,5721300,10039400,12622500
2020-04-09,1303800,26173000,1104400,1954300,11857800,9993500,4008200,633300,572000,1810500,3092155,1814785,1329600,1898300,2693900,13558300,13006500,2498300,21902200,9419900,2129400,941600,1076800,1523800,3710000,309400,612600,730200,2176970,3215300,335700,77500,13262600,16353700,21017800
2020-04-13,868300,14107000,920700,2521600,8777400,6679400,1717800,402700,1215000,1452100,4725065,1053412,1884000,1008500,2192200,13792100,7275000,2374300,13369900,6844100,944100,575300,704600,985600,1843000,147000,265900,450100,1843830,1735900,341200,39800,5994300,12077700,15575900
2020-04-14,1274700,16268000,1081800,2511000,7705200,9367900,2561200,486500,822800,1937700,2766325,1321039,1756700,1842400,3034400,14582700,9657000,2313600,14471900,7166500,926900,701000,1070200,2195900,1595000,314800,546100,712500,2420930,1600700,365600,75400,7116300,19212000,14528400
2020-04-15,1278600,15428000,932000,2245600,6197400,8106700,3902200,443900,451000,1642200,2043503,1230265,1331400,1888900,2383500,10651500,7015500,1726100,15590100,8482300,989000,743700,722300,1625600,1608000,333000,482100,639000,2100160,1370200,493800,65100,6698800,15816400,14243000
2020-04-16,1563000,20778000,1275400,2603100,7640400,12789200,2985600,421300,894800,3501100,2680192,1700488,1533900,2187000,2610700,11205800,14649000,2057000,27913000,5456600,1263900,660700,912400,2049400,2416000,238700,507300,725500,2285540,1615500,492800,60600,4423200,8023400,7827600
2020-04-17,998100,18316000,1431400,3958600,10762800,4888400,3477200,416300,1386300,3859300,2234022,3834411,2164400,3555200,5080600,15513600,10039500,2609500,25074500,8384400,1523500,768900,957800,1523900,3735000,357400,471000,632800,1819700,1345700,507900,53700,5131200,11830200,13012300
2020-04-20,634800,17823000,1002600,2300700,7082400,9800600,2798700,471500,1469600,2422600,3005888,2707123,1916300,2086100,3565500,12664000,11065500,1832200,16573800,5052500,809400,621300,722100,878600,3650000,301000,573600,522700,1747430,1342700,506000,33000,9467500,14585800,24920200
2020-04-21,1284700,29990000,1127100,2938500,7291200,10118700,5091700,428400,1203400,2620700,2822935,1925542,1390900,2145200,4154500,12259600,15477000,2556300,14134900,6509000,807400,467900,810300,1132300,4194000,218600,604800,571600,2059090,1677100,539100,42400,6272600,15191400,33162200
2020-04-22,1207500,35658000,912100,3043100,4706400,9736700,3599000,521300,383300,1612300,2905350,1843322,773500,1349800,3265800,9823600,14943000,1466100,10449000,3354000,788300,640100,710200,1337400,3199000,339400,275500,425500,1852020,1183400,393700,48000,5188700,10687300,16130400
2020-04-23,1404500,26249000,920500,2273000,4053000,9032300,2398700,422800,1092000,1262700,4665898,1278529,1145600,1102600,3721400,15275800,23847000,4372700,8694800,6846900,757900,354200,1082800,1293800,1557000,635200,344800,622000,5189210,1706500,762800,56600,6507600,12079000,12975600
2020-04-24,1492500,15289000,910700,2124500,5060400,8053800,4025200,416100,696400,1535500,3087778,1831720,1471000,1520800,2213900,16894800,10495500,2541400,8567500,4756800,1024700,535900,975900,1195000,2727000,428000,402400,310300,3104010,1456700,692400,51100,5319100,12415200,10581700
2020-04-27,1030500,21361000,559100,1517200,8986800,10696000,4775900,559100,487300,1249700,2737976,1997021,1175000,2227100,3238400,11090200,8842500,3092100,11619400,5761800,1032900,500800,797700,1102700,5152000,436100,299600,830100,2196380,863700,405700,44600,5161800,11837500,12028100
2020-04-28,1198900,17316000,1052200,2270600,6178200,10343200,5908800,582600,626600,2779100,3952398,2488400,1722500,1340000,4800000,16170400,13798500,1984900,12778400,4277800,877800,916900,672600,1023900,5721000,304600,278100,1619500,3401390,1661300,625800,67600,3686900,10659900,11632600
2020-04-29,1518900,21558000,1307700,2689700,6318000,9784600,6470700,627500,651200,1779900,3854414,1599993,1390300,1393300,3552400,17989600,8343000,1540000,15880400,6621000,1203400,575700,856600,1253700,7310000,318300,581300,1293300,3211930,2181600,839600,191800,11027800,8019100,14725700
2020-04-30,1241400,38871000,1581000,3128900,3644400,7945800,4967900,760900,679200,1564300,9441315,1602168,2032000,1591200,3058100,18279500,8520000,2299900,13431700,4710700,1578300,771600,1483100,2000400,4746000,361300,510400,951000,2407320,2315100,463700,117100,27889800,15995000,26664100
2020-05-01,2692500,57151000,1188300,2894600,6433200,11143200,2799800,547000,525700,1279300,3200084,1157969,1681700,1744600,1990100,13894700,8388000,1665400,12806200,3921300,780700,337400,1036100,1214400,3755000,310900,445300,937100,2411740,1208900,432200,83500,10138900,9500200,11878900
2020-05-04,1473200,26313000,913600,2152000,5935800,6958500,3739200,484500,923200,1502100,2906070,1582198,1464100,1059700,1864300,10219900,8665500,1529700,13985100,4106300,830000,335100,779400,1665400,2686000,371400,450700,946500,2419080,2213700,373200,113800,6896200,9799600,24197400
2020-05-05,1868900,22686000,693300,2008700,6581400,7724900,2913300,459600,735600,1850100,2790986,954146,1120500,1298900,2423200,12414200,8113500,1712300,8951200,3753000,1106200,563100,965000,1665800,2664000,459100,246500,647500,2473960,2731400,402300,71900,6936700,10560800,16672200
2020-05-06,2422700,23508000,660300,2112000,8327400,7844100,2703200,562700,2229300,1556900,3507987,988177,1107000,1229600,1938400,11026000,13282500,1943400,7817800,7279500,843900,338900,880500,1518400,2287000,240400,351500,530200,2636960,2881900,324100,69400,6169700,6253200,10951300
2020-05-07,1682200,15417000,827100,1480300,10390200,7495900,2336900,693000,1048200,1327300,2727855,2113662,1266000,1700200,2286200,12588900,12153000,2598700,9348900,4840700,764100,545400,956700,1108500,3087000,159900,1080600,533200,3664710,3357900,361300,56200,4893600,6403400,10256300
2020-05-08,1265400,28381000,723900,1125700,6379800,9201400,2694100,538800,708200,1198600,2155156,1807697,1189400,2036900,1480000,8946000,9621000,1884800,12096400,3787300,576600,414200,636800,1009200,3260000,207500,385400,548600,2961990,3917800,309800,48200,5985600,7144900,11141300
2020-05-11,1145800,17626000,848800,2019700,7197000,9062000,1839500,592500,899300,1534400,1869450,1715962,2143100,1952100,1598100,13731700,7729500,2205600,10106400,5513300,690300,590000,673300,1252400,2441000,399800,399900,715700,2527290,2297300,538200,47300,6552800,9405600,9465800
2020-05-12,965300,17645000,674700,1628800,5841000,9157700,2000200,480200,835300,1618100,1727350,1534562,3768000,1924600,2301600,9548400,7482000,1895700,13605600,5022000,655700,579900,808100,1166800,1976000,234000,498600,829400,3209360,4110000,395900,60900,5245800,10403400,9487400
2020-05-13,1805100,25459000,779300,2768200,10498200,8089500,5532500,453000,857800,1648900,2344220,2644887,1629300,2240100,2192900,11041700,11121000,1840100,11565900,5878200,751800,585500,847600,1251100,2210000,274100,578000,1199800,4275950,2552200,344300,51100,5327100,9375200,15246700
2020-05-14,2683500,35760000,838600,2077700,9666600,7684800,3380100,603000,935100,1085500,2127663,1282790,1742400,1453700,2171100,11165100,8818500,2216500,14986600,5316000,1117900,379700,757200,1292700,3164000,240000,453800,1212100,5693520,2366400,521400,105800,5728500,8581900,10830200
2020-05-15,3709900,36819000,1563000,2549600,8156400,5851900,4376400,871200,762600,1228800,2357227,1349604,1596300,1750800,3067500,13183200,14539500,1974900,9175800,3422200,2691200,467100,824400,4568400,2376000,365500,620500,509000,2604070,6097900,1154300,100000,5834700,8977100,7095100
2020-05-18,1492100,26604000,830600,2426300,7476000,8690000,5700400,453200,617300,1160200,2165520,2103457,1118000,2318200,2581900,8880900,14298000,2976300,14722400,4486500,1125100,444100,1145700,2126700,2884000,525400,402400,644000,4430640,1543600,503700,112300,7689800,10632300,9805500
2020-05-19,1074800,19015000,1075400,2214600,13197600,7419500,3498700,446300,484800,961700,2120454,1000615,866000,1480500,3319700,13600300,10068000,2072900,8895500,3690000,958300,518300,668500,1518000,3718000,190900,369600,461100,3637160,2451400,366000,55900,4155600,8587100,9630000
2020-05-20,1302600,20597000,1221400,2347500,9340800,12493300,4409300,469500,737500,1765700,2684088,1440618,1279100,1095900,2431800,9282500,8884500,2380800,12031600,3487400,740600,469400,636100,1451200,2634000,187100,278400,538700,4910170,3365700,298000,52100,4904800,9008700,6122800
2020-05-21,1001800,17727000,1586800,1510700,15858600,11254900,3395100,364100,669100,1462600,2661344,786174,1208800,1808400,5012800,8281700,6876000,1643000,9654200,3417400,1228500,426200,553100,886300,13003000,567100,190000,547500,5187770,4285100,343700,44000,5452300,6093100,7861200
2020-05-22,666400,17559000,1009000,1490300,24634200,9105500,2694800,337400,776000,1320500,2012829,809983,1229100,2073900,5340100,9879700,6744000,2403600,6468900,3064000,384500,356500,625700,900000,6097000,370800,167800,367800,3903000,2638300,163600,38800,4087800,5769000,7190100
2020-05-26,1911100,19099000,1075400,1703800,12652200,14322700,4900700,503400,806100,3190300,2252646,1567405,4394500,2118500,4445100,9548900,12765000,3583900,19709900,4745200,805800,626200,1149400,1117100,4569000,372700,348200,790800,3873790,7803300,304900,76100,4205800,7942100,10078900
2020-05-27,1659600,24587000,1190100,1871500,9912600,13027900,5118100,655600,856900,2432600,2895522,1734450,2417300,2158700,2974500,8706500,10495500,4501500,25892400,4929300,806100,937500,2028500,1192800,3011000,369200,297200,715200,4818910,1878000,342300,62000,4974400,6545300,6354900
2020-05-28,1272000,22868000,1248500,2392800,6410400,16462000,3774300,647500,579400,1659500,1909796,1153987,1361800,2307900,4286700,12476300,6792000,13547000,17615900,3968800,1249400,928900,1303500,1002500,2971000,562300,432300,549100,3850870,6062700,437900,65100,3948500,6756200,9076900
2020-05-29,1792100,27947000,1567600,2668200,7984200,22872100,42770800,1514700,869800,3120400,3636674,1302092,2364700,4871000,4511800,18741500,8440500,3934700,13102100,3728100,1245800,800500,2021900,2016100,2791000,601600,695000,677200,6198180,2953300,414000,65400,4804000,10529300,13100900
2020-06-01,1085400,13785000,1024200,2119300,5871000,12065200,6320700,420000,560200,1345200,1259751,976627,1545900,2390200,2253900,8931500,7587000,3060400,8649500,2414300,988600,468600,940700,853700,2094000,331100,371000,751400,3370820,1969100,446400,62300,4076600,7858600,7182000
2020-06-02,892600,16974000,981900,1850700,5397000,16181400,5259400,533500,705200,1902000,1471355,1389393,1174800,2872000,2510600,9959000,7863000,3926000,11179200,2767500,1034000,693300,1605200,1186900,2390000,473900,460500,565200,3427420,2559500,243400,54600,3767800,5319900,7472000
2020-06-03,1659800,24278000,838400,1717300,11906400,21611600,7679600,481400,563700,1630000,4163505,1855654,1994900,2760300,2303300,7599200,7171500,2375600,11253500,4025400,764900,853500,1034800,1290200,1866000,223600,280800,1066200,4190560,2522700,311800,59800,5229200,7380600,8618400
2020-06-04,1068700,20592000,689400,1562500,18654000,10832300,6754200,614000,623500,1528700,2132479,1513240,1539800,2752000,2689600,32274600,5542500,2674800,15279600,3747900,780300,726800,1267000,1144700,3527000,188800,279200,577400,5740490,1761600,322800,35700,3424400,6402200,11710300
2020-06-05,1500200,24996000,1500800,2280400,10531800,9852800,7954100,597700,610900,1599700,3527422,1616366,1297800,2385300,2570800,16332600,8313000,3719800,17976100,3989100,990900,1190000,1773500,1318600,3069000,429100,380500,643800,3742310,2359600,334700,77800,7928900,12503200,14902700
2020-06-08,816400,16894000,1060900,2128900,10690200,12326500,4465100,594200,612800,1387500,1431030,1753111,1026000,2588500,3616800,12182400,7512000,3192600,12150300,3683000,1089800,741900,861800,1069000,2713000,357700,239400,599100,3254690,2010900,310400,63500,7442200,20191100,21711400
2020-06-09,776000,16321000,935500,2075400,5252400,9777100,3161300,460900,535800,1199000,2265628,1281472,1012300,2375200,2678700,9699800,11125500,2432500,15090400,3013900,946400,464800,794300,1209200,3165000,328900,275000,661900,2354540,3414200,347000,36100,5261900,8575300,12065800
2020-06-10,779600,16073000,1113400,1502300,7232400,7960700,2926000,688000,608100,1318300,1535304,1725290,1374800,1746800,3299400,10545900,7483500,2687800,14770900,2683300,683700,438500,896300,1414000,2848000,260600,349800,831100,2888970,1496000,294200,43200,6592500,8938300,11676800
2020-06-11,1460300,20625000,1143600,2063100,8662800,9151500,2980400,726100,865800,1934600,2725596,3199366,1327000,3659600,3797000,10563900,8698500,2505600,17961900,4566100,901100,723600,936500,1698500,2508000,239900,543400,1062100,3055830,1742500,417300,86500,5222500,9357500,8787900
2020-06-12,1253100,21638000,1156600,1889400,8497800,7836200,3346800,493700,838300,1079800,3133342,1687545,1135000,7634500,2933000,10056500,9259500,2800100,14093100,2797300,805800,868000,824600,1024600,2501000,216200,364400,867700,3363380,2533100,391400,94200,5657700,7246000,14089900
2020-06-15,1270800,21095000,740600,1828800,7233600,7885300,4030600,439900,600500,1281600,2549549,1134421,1268500,2256900,3879400,12464800,6681000,2414100,14758800,2855800,609600,434500,1026000,1247900,1684000,271200,281000,737800,2708780,2218000,431000,98000,6447600,9341400,19511300
2020-06-16,1482500,25483000,995000,1707100,5865600,8473400,5838000,370700,414500,1175000,2264875,1310415,907200,2106000,4164100,9642900,10141500,2352400,13551500,3014200,596100,422500,674700,1336800,1945000,244400,447800,869200,2613280,3402900,293800,55700,4525800,7810600,13376400
2020-06-17,1246200,18442000,799100,1705100,4824000,5785200,4844200,373200,1654800,962300,2143805,1040578,2503200,1720300,3317200,9692100,11622000,1848800,8674400,2275300,362100,385500,520900,1313100,4180000,210100,257800,754000,1805750,1461200,305900,40000,3563600,9508600,10411100
2020-06-18,938000,12740000,646900,1778500,6760800,6677300,5303400,413400,922800,999500,2527443,662078,2123800,1573700,3357100,11344000,5815500,2603300,9825200,2784200,369500,430800,617700,950800,1605000,168900,221300,479100,2146290,2380400,252100,31500,4477000,9692200,13862800
2020-06-19,3331000,26102000,1785100,3048500,11375400,11803400,22349900,916400,2540500,3731800,6407502,1800383,4600600,2299800,6537000,36555400,12907500,2869700,20962700,5635500,784900,906000,1599200,2280100,4661000,388600,440300,1268000,4394360,5340700,854200,111900,22156900,29855400,32481800
